cancellation_sweep_id,shared_profile,alpha_shared,alpha_dep,metric_id,n_seeds,estimate,se,ci_lower,ci_upper,bootstrap_repetitions,ci_level,paper_result
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.01,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.0123421481158232,0.012343962375771273,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,mean_absolute_actionwise_level_error,30,0.0009156841490461381,2.0403252436766526e-06,0.0009118123208731869,0.0009196914098800412,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,mean_delta,30,0.009156841490461382,2.0403252436766522e-05,0.009117669904813292,0.009196627959986055,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,alignment_budget_rate,30,0.009156841490461382,2.0403252436766522e-05,0.009118397420151463,0.009196195049173853,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,mean_chi,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,complete_conflict_rate,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.0,1.5,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.012342101280407986,0.01234396264988114,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,mean_absolute_actionwise_level_error,30,0.04981885424798919,0.0007086849821480556,0.04845482456747908,0.051221227350136636,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,mean_delta,30,3.852433201727754e-17,2.282110210686019e-19,3.804234672503265e-17,3.8953900959182406e-17,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,alignment_budget_rate,30,3.852433201727754e-17,2.282110210686019e-19,3.808776364684746e-17,3.894365279112749e-17,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.0,regret_map_linf_to_structural,30,1.6283271027835628e-16,1.028522946484813e-17,1.4432899320127036e-16,1.8133642735544223e-16,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,mean_absolute_actionwise_level_error,30,0.04982001985718655,0.0007085782437642102,0.04846732825938476,0.05118994494351107,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,mean_delta,30,0.003052280496820461,6.801084145588848e-06,0.003039277242932647,0.003065749308620203,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,alignment_budget_rate,30,0.003052280496820461,6.801084145588848e-06,0.0030394285438288217,0.0030653767052398707,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.5,regret_map_linf_to_structural,30,0.00617158769445623,2.400317179872723e-07,0.006171046497646963,0.006171968467407018,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,mean_absolute_actionwise_level_error,30,0.04982361239802114,0.00070831601416129,0.048481740468943595,0.05117400648269107,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,mean_delta,30,0.006043515383704511,1.3466146608265905e-05,0.006016810559977448,0.0060686295238893,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,alignment_budget_rate,30,0.006043515383704511,1.3466146608265905e-05,0.006017153768619929,0.0060699610061567474,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,0.99,regret_map_linf_to_structural,30,0.012219743635023334,4.7526280161449734e-07,0.012218703133132721,0.01222049230464532,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,mean_absolute_actionwise_level_error,30,0.04982370220323893,0.0007083097830634326,0.048494576502934796,0.05115451029014988,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,mean_delta,30,0.006104560993640923,1.3602168291177692e-05,0.006078381815318974,0.006130782249166742,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,alignment_budget_rate,30,0.006104560993640923,1.3602168291177692e-05,0.006079185503967659,0.006131300936244315,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,mean_chi,30,0.5,0.0,0.5,0.5,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.0,regret_map_linf_to_structural,30,0.012343175388912457,4.800634359742247e-07,0.012342071625631975,0.012343960006747071,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,mean_absolute_actionwise_level_error,30,0.04982379254986309,0.0007083035204961118,0.04850325310755236,0.05122760718549268,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,mean_delta,30,0.006165606603577331,1.3738189974089478e-05,0.006138782688175013,0.006191230621024076,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,alignment_budget_rate,30,0.006165606603577331,1.3738189974089478e-05,0.0061386606504270375,0.00619189378366959,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,mean_chi,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,complete_conflict_rate,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.01,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.012342097670041062,0.012343976168025206,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,mean_absolute_actionwise_level_error,30,0.049828749068162904,0.0007079644126873984,0.048453898369721436,0.05119283213607761,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,mean_delta,30,0.009156841490461382,2.0403252436766522e-05,0.009117312096614962,0.009195317629805917,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,alignment_budget_rate,30,0.009156841490461382,2.0403252436766522e-05,0.009116485769442134,0.009195395378792106,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,mean_chi,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,complete_conflict_rate,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.05,1.5,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.012342060368576803,0.012343970803021293,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,mean_absolute_actionwise_level_error,30,0.09963770849597837,0.0014173699642961114,0.09703357889511698,0.10229307919611873,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,mean_delta,30,4.581116302276866e-17,3.1189783030387434e-19,4.521298656648409e-17,4.6433906379939507e-17,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,alignment_budget_rate,30,4.581116302276866e-17,3.1189783030387434e-19,4.5273419164356766e-17,4.6421035888230074e-17,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.0,regret_map_linf_to_structural,30,2.183438615096141e-16,3.700743415417187e-18,2.1094237467877973e-16,2.220446049250313e-16,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,mean_absolute_actionwise_level_error,30,0.09963814994311031,0.0014173148137502853,0.0969201800982357,0.1025860493517122,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,mean_delta,30,0.00305228049682046,6.8010841455888535e-06,0.003038865262327232,0.0030659765172316635,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,alignment_budget_rate,30,0.00305228049682046,6.8010841455888535e-06,0.0030391237292058965,0.0030658299425435956,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.5,regret_map_linf_to_structural,30,0.006171587694456227,2.400317179869869e-07,0.006171056248375023,0.006171980612530004,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,mean_absolute_actionwise_level_error,30,0.09963998768471302,0.0014171606069104982,0.0969700010298857,0.10248386072036894,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,mean_delta,30,0.006043515383704511,1.3466146608265919e-05,0.0060166497390301546,0.006070036682262476,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,alignment_budget_rate,30,0.006043515383704511,1.3466146608265919e-05,0.0060181215669673745,0.006069278586540205,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,0.99,regret_map_linf_to_structural,30,0.012219743635023332,4.752628016148332e-07,0.012218713820537942,0.01222051292282508,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,mean_absolute_actionwise_level_error,30,0.0996400397143731,0.0014171564875284203,0.09696552972044824,0.10256648155957235,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,mean_delta,30,0.006104560993640921,1.360216829117769e-05,0.006078886943667233,0.006130945558694423,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,alignment_budget_rate,30,0.006104560993640921,1.360216829117769e-05,0.006079016572985112,0.0061322049902675655,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,mean_chi,30,0.5,0.0,0.5,0.5,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.0,regret_map_linf_to_structural,30,0.012343175388912452,4.800634359740951e-07,0.012342138290148484,0.012343981276521332,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,mean_absolute_actionwise_level_error,30,0.09964009211225373,0.001417152335951113,0.09695084944502015,0.10227447248867078,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,mean_delta,30,0.006165606603577331,1.3738189974089483e-05,0.00613844829725685,0.0061912852300209835,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,alignment_budget_rate,30,0.006165606603577331,1.3738189974089483e-05,0.00613976923203035,0.006191837212932756,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,mean_chi,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,complete_conflict_rate,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.01,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.012342118750051945,0.012343921309148933,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,mean_absolute_actionwise_level_error,30,0.09964325306775275,0.0014169154364379738,0.09689338344939412,0.10251900885126368,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,mean_delta,30,0.00915684149046138,2.0403252436766604e-05,0.009117249418676181,0.009195766239831055,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,alignment_budget_rate,30,0.00915684149046138,2.0403252436766604e-05,0.009116993907881827,0.009196102448643622,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,mean_chi,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,complete_conflict_rate,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.1,1.5,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.012342198111506449,0.01234395455418716,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,mean_absolute_actionwise_level_error,30,0.19927541699195675,0.0028347399285922224,0.1937008890953412,0.20496430098309834,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,mean_delta,30,6.147553531047716e-17,5.762122922515855e-19,6.040579393744768e-17,6.259790559168254e-17,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,alignment_budget_rate,30,6.147553531047716e-17,5.762122922515855e-19,6.037835986391626e-17,6.255352167962767e-17,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.0,regret_map_linf_to_structural,30,2.220446049250313e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,mean_absolute_actionwise_level_error,30,0.19927554948344772,0.002834716852527432,0.19376345695498062,0.2047638948917613,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,mean_delta,30,0.0030522804968204616,6.8010841455888424e-06,0.0030396046432923903,0.003065848225813123,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,alignment_budget_rate,30,0.0030522804968204616,6.8010841455888424e-06,0.0030390132960087628,0.0030653467894572214,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.5,regret_map_linf_to_structural,30,0.006171587694456226,2.4003171798640507e-07,0.0061710885329082695,0.00617199753667022,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,mean_absolute_actionwise_level_error,30,0.19927627720283925,0.002834631899820376,0.19385669558044683,0.2047514836749228,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,mean_delta,30,0.006043515383704511,1.3466146608265952e-05,0.006017098557122691,0.006069824476993673,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,alignment_budget_rate,30,0.006043515383704511,1.3466146608265952e-05,0.006017835162147105,0.006069599738889208,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,mean_rho,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,mean_chi,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,0.99,regret_map_linf_to_structural,30,0.012219743635023327,4.752628016147801e-07,0.012218700065253853,0.012220506484739838,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,mean_absolute_actionwise_level_error,30,0.19927629988622061,0.00283462962750057,0.19386272260675624,0.2049468275364071,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,mean_delta,30,0.006104560993640921,1.3602168291177697e-05,0.006079218307144394,0.006130858090120517,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,alignment_budget_rate,30,0.006104560993640921,1.3602168291177697e-05,0.006078158986594044,0.006129761477783895,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,mean_chi,30,0.5,0.0,0.5,0.5,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.0,regret_map_linf_to_structural,30,0.012343175388912445,4.800634359747606e-07,0.012342128335049544,0.012343966476686702,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,mean_absolute_actionwise_level_error,30,0.19927632280030258,0.002834627346726199,0.19376393533716996,0.20488612773142403,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,mean_delta,30,0.006165606603577331,1.3738189974089461e-05,0.0061394682663463065,0.006193399105415704,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,alignment_budget_rate,30,0.006165606603577331,1.3738189974089461e-05,0.0061400701872741685,0.006193314803460741,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,mean_rho,30,0.02222222222222223,1.2885202500607364e-18,0.02222222222222223,0.02222222222222223,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,mean_chi,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,complete_conflict_rate,30,1.0,0.0,1.0,1.0,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.01,regret_map_linf_to_structural,30,0.01234317538891246,4.800634359742856e-07,0.012342177045654552,0.012343952134020736,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.5,mean_absolute_actionwise_level_error,30,0.1992778186751196,0.0028344958771365295,0.1941475092727483,0.20471304943528013,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.5,mean_delta,30,0.009156841490461382,2.0403252436766566e-05,0.009119469304963861,0.009196407738903723,2000,0.95,True
cancellation_shared_vs_action_dependent,state_varying_shared,0.2,1.5,alignment_budget_rate,30,0.009156841490461382,2.0403252436766566e-05,0.009119433202208245,0.009196587219945143,2000,0.95,True
