cancellation_sweep_id,seed,shared_profile,alpha_shared,alpha_dep,eligible_rounds,mean_absolute_actionwise_level_error,mean_delta,max_delta,alignment_budget,alignment_budget_rate,mean_rho,mean_chi,complete_conflict_rate,regret_map_linf_to_structural,optimal_mask_mismatch_count_to_structural,delta_linf_to_shared_reference,rho_linf_to_shared_reference,chi_linf_to_shared_reference,regret_map_linf_to_shared_reference,optimal_mask_mismatch_count_to_shared_reference,max_delta_over_mu_deviation,shared_component_min,shared_component_max,structural_path_hash
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.0,0.5,5000,0.0003044310351943712,0.003044310351943712,0.006171392761278861,15.221551759718562,0.003044310351943712,0.0,0.0,0.0,0.006171392761278861,0,0.0,0.0,0.0,0.0,0,1.2817524819297432e-13,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.05,0.5,5000,0.04617274225591998,0.003044310351943712,0.006171392761278864,15.22155175971856,0.003044310351943712,0.0,0.0,0.0,0.006171392761278866,0,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,1.4589995878111495e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.1,0.5,5000,0.09234128384159575,0.003044310351943712,0.006171392761278871,15.22155175971856,0.003044310351943712,0.0,0.0,0.0,0.006171392761278866,0,5.551115123125783e-17,0.0,0.0,2.220446049250313e-16,0,4.5998760356269486e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.2,0.5,5000,0.18468071417177748,0.003044310351943712,0.006171392761278871,15.221551759718562,0.003044310351943712,0.0,0.0,0.0,0.00617139276127888,0,1.0928757898653885e-16,0.0,0.0,2.220446049250313e-16,0,1.8409274105124496e-11,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.0,0.99,5000,0.000602773449684855,0.006027734496848549,0.012219357667332146,30.138672484242747,0.006027734496848549,0.0,0.0,0.0,0.012219357667332146,0,0.0,0.0,0.0,0.0,0,1.0147438445073931e-13,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.05,0.99,5000,0.05,0.00602773449684855,0.012219357667332148,30.13867248424275,0.00602773449684855,0.0,0.0,0.0,0.01221935766733215,0,1.3877787807814457e-17,0.0,0.0,1.1102230246251565e-16,0,1.8327561690512084e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.1,0.99,5000,0.1,0.006027734496848549,0.012219357667332148,30.138672484242747,0.006027734496848549,0.0,0.0,0.0,0.012219357667332143,0,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,3.158473482756108e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.2,0.99,5000,0.2,0.00602773449684855,0.01221935766733212,30.13867248424275,0.00602773449684855,0.0,0.0,0.0,0.012219357667332129,0,5.4643789493269423e-17,0.0,0.0,1.1102230246251565e-16,0,3.4943159477052177e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.0,0.99,5000,0.000602773449684855,0.006027734496848549,0.012219357667332146,30.138672484242747,0.006027734496848549,0.0,0.0,0.0,0.012219357667332146,0,0.0,0.0,0.0,0.0,0,1.0147438445073931e-13,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.05,0.99,5000,0.04618004079713861,0.006027734496848549,0.012219357667332148,30.138672484242747,0.006027734496848549,0.0,0.0,0.0,0.01221935766733215,0,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,2.2285506773300767e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.1,0.99,5000,0.09234537101877723,0.00602773449684855,0.012219357667332148,30.13867248424275,0.00602773449684855,0.0,0.0,0.0,0.012219357667332143,0,5.551115123125783e-17,0.0,0.0,2.220446049250313e-16,0,3.4943159477052177e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.2,0.99,5000,0.18468251488000276,0.006027734496848549,0.01221935766733212,30.138672484242747,0.006027734496848549,0.0,0.0,0.0,0.012219357667332129,0,1.1015494072452725e-16,0.0,0.0,2.220446049250313e-16,0,3.4943159477052177e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.0,1.0,5000,0.0006088620703887424,0.006088620703887424,0.012342785522557723,30.443103519437123,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557723,5000,0.0,0.0,0.0,0.0,0,2.220446049250313e-16,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.05,1.0,5000,0.05,0.006088620703887424,0.012342785522557728,30.44310351943712,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557723,5000,1.3877787807814457e-17,0.0,0.0,1.1102230246251565e-16,0,1.7942314300967155e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.1,1.0,5000,0.1,0.006088620703887424,0.012342785522557714,30.443103519437123,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557709,5000,2.688821387764051e-17,0.0,0.0,1.1102230246251565e-16,0,2.917999175622299e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.2,1.0,5000,0.2,0.006088620703887424,0.012342785522557742,30.443103519437123,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557723,5000,5.4643789493269423e-17,0.0,0.0,1.1102230246251565e-16,0,3.0329072586710026e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.0,1.0,5000,0.0006088620703887424,0.006088620703887424,0.012342785522557723,30.443103519437123,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557723,5000,0.0,0.0,0.0,0.0,0,2.220446049250313e-16,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.05,1.0,5000,0.04618022141234791,0.006088620703887424,0.012342785522557728,30.443103519437123,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557723,5000,2.7755575615628914e-17,0.0,0.0,2.220446049250313e-16,0,1.8067769502749798e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.1,1.0,5000,0.09234548451183995,0.006088620703887424,0.012342785522557714,30.44310351943712,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557709,5000,5.160802341031001e-17,0.0,0.0,2.220446049250313e-16,0,2.917999175622299e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.2,1.0,5000,0.1846825676831915,0.006088620703887424,0.012342785522557742,30.44310351943712,0.006088620703887424,0.022222222222222223,0.5,0.0,0.012342785522557723,5000,9.8879238130678e-17,0.0,0.0,2.220446049250313e-16,0,9.199752071253897e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.0,1.01,5000,0.0006149506910926298,0.006149506910926299,0.0124662133777833,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,0.0,0.0,0.0,0.0,0,1.0147438445073931e-13,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.05,1.01,5000,0.05,0.006149506910926299,0.012466213377783295,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,1.3877787807814457e-17,0.0,0.0,1.1102230246251565e-16,0,1.3200551762793111e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.1,1.01,5000,0.1,0.006149506910926299,0.012466213377783308,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,2.781108676686017e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.2,1.01,5000,0.2,0.006149506910926299,0.012466213377783308,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,5.377642775528102e-17,0.0,0.0,1.1102230246251565e-16,0,8.79163408740169e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.0,1.01,5000,0.0006149506910926298,0.006149506910926299,0.0124662133777833,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,0.0,0.0,0.0,0.0,0,1.0147438445073931e-13,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.05,1.01,5000,0.04618040437290197,0.006149506910926299,0.012466213377783295,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,1.3848922009174203e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.1,1.01,5000,0.09234559827440558,0.006149506910926299,0.012466213377783308,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,5.377642775528102e-17,0.0,0.0,2.220446049250313e-16,0,1.573852159708622e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.2,1.01,5000,0.18468262269234995,0.006149506910926299,0.012466213377783308,30.747534554631493,0.006149506910926299,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,1.0321604682062002e-16,0.0,0.0,2.220446049250313e-16,0,8.79163408740169e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.0,1.5,5000,0.0009132931055831137,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,0.0,0.0,0.0,0.0,0,1.2811973704174306e-13,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.05,1.5,5000,0.05,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,1.734723475976807e-17,0.0,0.0,1.1102230246251565e-16,0,1.4097611966690238e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.1,1.5,5000,0.1,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,2.688821387764051e-17,0.0,0.0,1.1102230246251565e-16,0,4.377165296887142e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,static_shared,0.2,1.5,5000,0.2,0.009132931055831135,0.018514178283836585,45.664655279155674,0.009132931055831135,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,5.4643789493269423e-17,0.0,0.0,1.1102230246251565e-16,0,4.377165296887142e-12,1.0,1.0,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.0,1.5,5000,0.0009132931055831137,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,0.0,0.0,0.0,0.0,0,1.2811973704174306e-13,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.05,1.5,5000,0.04619023904934796,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,1.694644424787839e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.1,1.5,5000,0.09235209817917299,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,5.204170427930421e-17,0.0,0.0,2.220446049250313e-16,0,4.595435143528448e-12,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,0,state_varying_shared,0.2,1.5,5000,0.18468608269898415,0.009132931055831137,0.018514178283836585,45.66465527915568,0.009132931055831137,0.022222222222222223,1.0,1.0,0.012342785522557723,5000,8.673617379884035e-17,0.0,0.0,2.220446049250313e-16,0,1.8409274105124496e-11,0.010439210511264285,1.9689416214936513,3eac5d8df853cf8877a8cf2da4676afa083247dfec16cc899f30c0dac1d94879
cancellation_shared_vs_action_dependent,1,static_shared,0.0,0.0,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.05,0.0,5000,0.05,4.23716617348191e-17,1.1102230246251565e-16,2.118583086740955e-13,4.23716617348191e-17,0.0,0.0,0.0,1.1102230246251565e-16,0,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,0,2.4425772433002953e-09,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.1,0.0,5000,0.1,4.9307780081164764e-17,1.1102230246251565e-16,2.465389004058238e-13,4.9307780081164764e-17,0.0,0.0,0.0,1.1102230246251565e-16,0,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,0,2.4425772433002953e-09,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.2,0.0,5000,0.2,7.105982469113315e-17,1.1102230246251565e-16,3.552991234556657e-13,7.105982469113315e-17,0.0,0.0,0.0,1.1102230246251565e-16,0,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,0,3.6638658649504434e-09,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.0,0.0,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.05,0.0,5000,0.04394534665733023,3.6221633331612324e-17,1.6653345369377348e-16,1.8110816665806162e-13,3.6221633331612324e-17,0.0,0.0,0.0,1.1102230246251565e-16,0,1.6653345369377348e-16,0.0,0.0,1.1102230246251565e-16,0,2.4425772433002953e-09,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.1,0.0,5000,0.08789069331466046,4.246013263209392e-17,1.6653345369377348e-16,2.1230066316046958e-13,4.246013263209392e-17,0.0,0.0,0.0,2.220446049250313e-16,0,1.6653345369377348e-16,0.0,0.0,2.220446049250313e-16,0,1.2212886216501477e-09,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.2,0.0,5000,0.1757813866293209,5.575748196484654e-17,2.220446049250313e-16,2.7878740982423267e-13,5.575748196484654e-17,0.0,0.0,0.0,2.220446049250313e-16,0,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0,2.4425772433002953e-09,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.0,0.5,5000,0.0003096230789490495,0.0030962307894904944,0.006172801410199498,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199498,0,0.0,0.0,0.0,0.0,0,1.9082624369559653e-11,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.05,0.5,5000,0.05,0.0030962307894904944,0.006172801410199491,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199496,0,1.3877787807814457e-17,0.0,0.0,1.1102230246251565e-16,0,1.335784260980688e-10,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.1,0.5,5000,0.1,0.0030962307894904944,0.006172801410199491,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199489,0,2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,0,1.335784260980688e-10,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.2,0.5,5000,0.2,0.003096230789490494,0.006172801410199491,15.48115394745247,0.003096230789490494,0.0,0.0,0.0,0.006172801410199475,0,5.551115123125783e-17,0.0,0.0,1.1102230246251565e-16,0,1.335784260980688e-10,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.0,0.5,5000,0.0003096230789490495,0.0030962307894904944,0.006172801410199498,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199498,0,0.0,0.0,0.0,0.0,0,1.9082624369559653e-11,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.05,0.5,5000,0.04394553838210031,0.0030962307894904944,0.006172801410199484,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199489,0,2.949029909160572e-17,0.0,0.0,2.220446049250313e-16,0,1.335784260980688e-10,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.1,0.5,5000,0.08789069331466046,0.0030962307894904944,0.006172801410199491,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199489,0,5.551115123125783e-17,0.0,0.0,2.220446049250313e-16,0,1.335784260980688e-10,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,state_varying_shared,0.2,0.5,5000,0.1757813866293209,0.0030962307894904944,0.006172801410199491,15.481153947452473,0.0030962307894904944,0.0,0.0,0.0,0.006172801410199475,0,1.0321604682062002e-16,0.0,0.0,2.220446049250313e-16,0,1.335784260980688e-10,0.0275011989157673,1.9833979831020905,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.0,0.99,5000,0.0006130536963191178,0.0061305369631911785,0.012222146792195004,30.652684815955894,0.0061305369631911785,0.0,0.0,0.0,0.012222146792195004,0,0.0,0.0,0.0,0.0,0,6.488032333606952e-12,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
cancellation_shared_vs_action_dependent,1,static_shared,0.05,0.99,5000,0.05,0.0061305369631911785,0.012222146792195007,30.652684815955894,0.0061305369631911785,0.0,0.0,0.0,0.012222146792195012,0,1.9949319973733282e-17,0.0,0.0,1.1102230246251565e-16,0,4.465339209502872e-11,1.0,1.0,e1430fe6f9f591e9188c1a5b7f54fe22e3e9178eae3e37f663672f70a33fb6cb
