route_id,route_label_rate,attribution_proxy_noise_sd,shared_seed_count,mean_pairwise_gap_discrepancy_mean,mean_pairwise_gap_discrepancy_sd,mean_pairwise_gap_discrepancy_mcse,mean_pairwise_gap_discrepancy_ci_lower,mean_pairwise_gap_discrepancy_ci_upper,route_optimal_set_conflict_rate_mean,route_optimal_set_conflict_rate_sd,route_optimal_set_conflict_rate_mcse,route_optimal_set_conflict_rate_ci_lower,route_optimal_set_conflict_rate_ci_upper,pairwise_gap_sign_disagreement_rate_mean,pairwise_gap_sign_disagreement_rate_sd,pairwise_gap_sign_disagreement_rate_mcse,pairwise_gap_sign_disagreement_rate_ci_lower,pairwise_gap_sign_disagreement_rate_ci_upper,mean_round_max_gap_defect_mean,mean_round_max_gap_defect_sd,mean_round_max_gap_defect_mcse,mean_round_max_gap_defect_ci_lower,mean_round_max_gap_defect_ci_upper,margin_certificate_rate_mean,margin_certificate_rate_sd,margin_certificate_rate_mcse,margin_certificate_rate_ci_lower,margin_certificate_rate_ci_upper,population_action_gap_defect_mean,population_action_gap_defect_sd,population_action_gap_defect_mcse,population_action_gap_defect_ci_lower,population_action_gap_defect_ci_upper,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication,panel,audit_design_id,audit_evidence_rate,bias,bias_mcse,rmse,rmse_mcse,rmse_mcse_method,sd,mae,monte_carlo_replications,estimability_rate,mean_labelled_sample_size,mean_effective_sample_size,mean_effective_to_labelled_ratio,mean_effective_to_population_ratio,mean_weight_min,mean_weight_median,mean_weight_p95,mean_weight_max,mean_weight_cv,mean_lower_clip_fraction,mean_upper_clip_fraction,mean_minimum_inclusion_probability,mean_maximum_inclusion_probability
proxy_label,0.0,0.0,100.0,0.0245396383878606,0.0012516144343068,0.0001251614434306,0.0242906866677886,0.0247820824631971,0.0232273684210526,0.0036880581412425,0.0003688058141242,0.022522,0.0239263684210526,0.0287789941520467,0.0011544239131138,0.0001154423913113,0.0285585906432748,0.0290040912280701,0.0823879284856211,0.0039101774085121,0.0003910177408512,0.0816098145578252,0.083165844613475,0.9032378947368422,0.0074095777750678,0.0007409577775067,0.9017788421052632,0.9047203157894737,0.0823879284856211,0.0039101774085121,0.0003910177408512,0.0816285281902756,0.0831092052690322,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.0,0.1,100.0,0.0247186468028239,0.0012679015882512,0.0001267901588251,0.0244787719091848,0.0249657045226941,0.023418947368421,0.0037151576361961,0.0003715157636196,0.0226862631578947,0.0241768421052631,0.0295670175438596,0.0012011684000352,0.0001201168400035,0.0293356257309941,0.0298029415204678,0.0829183654539838,0.0039627844577391,0.0003962784457739,0.0821628230185123,0.0836798114426839,0.9026357894736842,0.0077862533395196,0.0007786253339519,0.901115684210526,0.9041684210526316,0.0829183654539838,0.0039627844577391,0.0003962784457739,0.0821368373915423,0.0836768956560312,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.0,0.25,100.0,0.0257478287341646,0.0013116674334046,0.0001311667433404,0.0254974091815725,0.0259926170892682,0.0249284210526315,0.0038684076352264,0.0003868407635226,0.0241452631578947,0.0256358421052631,0.0333251461988304,0.0014881860470605,0.000148818604706,0.0330326865497076,0.0336234105263157,0.085976536459264,0.0040956003461479,0.0004095600346147,0.0851625502683575,0.0867762225896418,0.8990231578947367,0.0079903419694757,0.0007990341969475,0.8974315263157894,0.9005326842105263,0.085976536459264,0.0040956003461479,0.0004095600346147,0.0851729227939831,0.0867858574430654,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.0,1.0,100.0,0.0473657000212713,0.0019514178027805,0.000195141780278,0.0469962942922985,0.0477525219000009,0.064178947368421,0.0054588089700961,0.0005458808970096,0.0631176842105263,0.0653158421052631,0.0705566315789473,0.0042722609650575,0.0004272260965057,0.0697254023391813,0.0714281356725146,0.1505236868380699,0.005707652307756,0.0005707652307756,0.1494404964458475,0.1516251898280755,0.8282505263157894,0.0077519214945389,0.0007751921494538,0.8266336842105264,0.8297561052631579,0.1505236868380699,0.005707652307756,0.0005707652307756,0.1493888670327429,0.1516677247540458,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,0.0,100.0,0.0183140055424225,0.0010126625246541,0.0001012662524654,0.0181076622554179,0.0185026628218912,0.0176105263157894,0.0030011609718094,0.0003001160971809,0.0170210526315789,0.0182043157894736,0.0234958596491228,0.0011356113429766,0.0001135611342976,0.023278032748538,0.0237273543859649,0.0615143391011477,0.0031691123023432,0.0003169112302343,0.0608749326006923,0.0621214410790999,0.931364210526316,0.005627494233279,0.0005627494233279,0.9303301578947368,0.9324569473684208,0.0615143391011477,0.0031691123023432,0.0003169112302343,0.0608966105100553,0.0621290386183952,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,0.1,100.0,0.0184580729692445,0.0010199842297704,0.000101998422977,0.0182577744071231,0.0186542638340971,0.0178863157894736,0.0030614980586158,0.0003061498058615,0.0172841578947368,0.0184863157894736,0.0241127485380116,0.0011607805701167,0.0001160780570116,0.0238983169590643,0.0243394666666666,0.0619516635745937,0.0031949877539075,0.0003194987753907,0.0612953694309075,0.0626046537281887,0.9306715789473682,0.0057468885689622,0.0005746888568962,0.9295494736842106,0.9318379473684212,0.0619516635745937,0.0031949877539075,0.0003194987753907,0.0613133228799059,0.062566448574441,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,0.25,100.0,0.0192837496826631,0.0010583939646157,0.0001058393964615,0.0190875158922339,0.0194935925949153,0.019178947368421,0.0031018236657558,0.0003101823665755,0.0185872631578947,0.0197852631578947,0.0270712046783625,0.0014411140159959,0.0001441114015995,0.026791796491228,0.0273549052631579,0.0644520981012076,0.0033205801128405,0.000332058011284,0.0638039471324451,0.0650750553999492,0.9279852631578948,0.0058807653215095,0.0005880765321509,0.926842,0.929061052631579,0.0644520981012076,0.0033205801128405,0.000332058011284,0.0638116933687015,0.0651044459279975,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,1.0,100.0,0.0360226117204876,0.0017535989116094,0.0001753598911609,0.0356923655044471,0.036345565163546,0.0478863157894736,0.0041584681870248,0.0004158468187024,0.047100947368421,0.0486611052631579,0.0571177543859649,0.0039139915292642,0.0003913991529264,0.0563305005847953,0.0578784152046783,0.1147174155896689,0.0051221042243107,0.000512210422431,0.1137080768189454,0.1157660816129652,0.8775894736842105,0.0070688633860004,0.0007068863386,0.8762314736842104,0.8789453684210526,0.1147174155896689,0.0051221042243107,0.000512210422431,0.113697700991716,0.1157111688857148,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.7,0.0,100.0,0.0082024153581308,0.0006471768842694,6.471768842694088e-05,0.0080745404773211,0.0083268762794823,0.0067178947368421,0.0015580312309991,0.0001558031230999,0.0064231578947368,0.0070210526315789,0.0133203742690058,0.0009998576710916,9.998576710916388e-05,0.0131293438596491,0.0135119064327485,0.0276173119027409,0.0020719082865985,0.0002071908286598,0.0272346957605882,0.0280278778323622,0.9726673684210526,0.0032320972038266,0.0003232097203826,0.972061,0.9733031578947368,0.0276173119027409,0.0020719082865985,0.0002071908286598,0.0272093022391577,0.028008840964122,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.7,0.1,100.0,0.0082788176356608,0.0006432585272789,6.432585272789023e-05,0.0081541057468703,0.0084024244290555,0.0068757894736842,0.0015465309642706,0.000154653096427,0.0065705263157894,0.0072044736842105,0.013642947368421,0.0010278891529808,0.000102788915298,0.0134436853801169,0.0138499520467836,0.0278536667121112,0.0020637275187171,0.0002063727518717,0.0274458779880907,0.0282650235793154,0.972277894736842,0.0032589714360184,0.0003258971436018,0.9716589473684212,0.97292,0.0278536667121112,0.0020637275187171,0.0002063727518717,0.027439442805734,0.0282663670159569,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
