route,method_display_name,reference_route,reference_label,top_k,cost_lambda,n_eligible_conversion_events,top_k_credited_mass_per_1000_events,top_k_cost_adjusted_score_per_1000_events,top_k_credited_mass_difference_per_1000_events_vs_arrival_anchor,top_k_cost_adjusted_score_difference_per_1000_events_vs_arrival_anchor,credit_allocation_tv_distance_vs_arrival_anchor,top_k_decision_cell_overlap_vs_arrival_anchor,spearman_rank_correlation_vs_arrival_anchor,top_action_id,top_action_score,top_k_credited_mass_per_1000_events_ci_lower,top_k_credited_mass_per_1000_events_ci_upper,top_k_credited_mass_difference_per_1000_events_vs_arrival_anchor_ci_lower,top_k_credited_mass_difference_per_1000_events_vs_arrival_anchor_ci_upper,credit_allocation_tv_distance_vs_arrival_anchor_ci_lower,credit_allocation_tv_distance_vs_arrival_anchor_ci_upper,top_k_decision_cell_overlap_vs_arrival_anchor_ci_lower,top_k_decision_cell_overlap_vs_arrival_anchor_ci_upper,spearman_rank_correlation_vs_arrival_anchor_ci_lower,spearman_rank_correlation_vs_arrival_anchor_ci_upper,ci_level,n_bootstrap,bootstrap_unit,metric_formula_id
arrival_bin_anchor,Arrival-bin anchor (diagnostic),arrival_bin_anchor,arrival_anchor,10,0.0,145248.0,377.8158735404274,377.8158735404274,0.0,0.0,0.0,1.0,1.0,1396,0.45496073088636,371.553263568168,385.68494057707625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.95,200,uid,source_time_decision_cell_credit_allocation_distance_vs_constructed_arrival_anchor
first_click,First click or touch,arrival_bin_anchor,arrival_anchor,10,0.0,145248.0,42.64430491297642,42.64430491297642,-335.171568627451,-335.171568627451,0.9243707314386429,0.0,0.09828330324907779,495,0.19685393258426967,36.5124043101092,43.95823899369732,-346.2194748026004,-330.25882512405985,0.9228335367707419,0.9260074579888924,0.0,0.0,0.09396150582658463,0.10164580964803435,0.95,200,uid,source_time_decision_cell_credit_allocation_distance_vs_constructed_arrival_anchor
last_click,Last click or touch,arrival_bin_anchor,arrival_anchor,10,0.0,145248.0,40.689028420356905,40.689028420356905,-337.1268451200705,-337.1268451200705,0.9222433355364617,0.0,0.12199897673577828,495,0.19280898876404495,36.606582332748864,42.93840635144348,-345.2549220525072,-330.19568748618696,0.9207968441809644,0.9236649712651317,0.0,0.0,0.11483943268507096,0.12482813668435987,0.95,200,uid,source_time_decision_cell_credit_allocation_distance_vs_constructed_arrival_anchor
linear_attribution,Linear attribution,arrival_bin_anchor,arrival_anchor,10,0.0,145248.0,39.75355669733561,39.75355669733561,-338.06231684309176,-338.06231684309176,0.9234837676685581,0.0,0.11045859489111497,495,0.19586944890315672,36.12402548322235,43.0950759818084,-345.3092594213831,-329.9197252996101,0.9220183750163164,0.9249325171197087,0.0,0.0,0.10532243299353147,0.11334364558315055,0.95,200,uid,source_time_decision_cell_credit_allocation_distance_vs_constructed_arrival_anchor
time_decay_soft,Time-decay attribution,arrival_bin_anchor,arrival_anchor,10,0.0,145248.0,40.690246694678265,40.690246694678265,-337.12562684574914,-337.12562684574914,0.9225146012904447,0.0,0.12036861166495925,495,0.1928361494942433,36.258049175608534,42.948535301563105,-345.28060052510483,-330.2272240190737,0.921110569236077,0.9239077751855169,0.0,0.0,0.11321255604852971,0.12293135872858299,0.95,200,uid,source_time_decision_cell_credit_allocation_distance_vs_constructed_arrival_anchor
soft_attribution_em,EM soft attribution,arrival_bin_anchor,arrival_anchor,10,0.0,145248.0,40.76745294413912,40.76745294413912,-337.04842059628834,-337.04842059628834,0.9224342591727409,0.0,0.11978108668587038,495,0.19334129000988054,36.34219453465208,43.19040530165565,-345.20250812621737,-330.15372034913463,0.9210232260916908,0.9238433761678497,0.0,0.0,0.11279612094856939,0.1223461836177404,0.95,200,uid,source_time_decision_cell_credit_allocation_distance_vs_constructed_arrival_anchor
