route_id,selection_direction_count,unique_selected_action_count,dominant_selected_action_id,dominant_selected_action_share,maximum_selected_action_share,selected_action_entropy,all_directions_same_action,ridge_history_selected_action_agreement
arrival_carrier,170,14,action_06,0.3588235294117647,0.3588235294117647,1.8016415314715077,False,0.6705882352941176
history_mean_control,170,2,action_06,0.611764705882353,0.611764705882353,0.6679521636123391,False,0.6705882352941176
ridge_proxy,170,2,action_12,0.5294117647058824,0.5294117647058824,0.6914160776171183,False,0.6705882352941176
