control_id,control_display_name,analysis_tier,correspondence_status,raw_defect,oof_calibrated_defect,recoverability,negative_recoverability_rate,estimability_rate,minimum_training_support,monte_carlo_replications,run_id,run_tier,paper_result,experiment_id,module_id,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
affine_linked,Affine-linked control,mixed,preserved by construction,0.5907838796257786,0.15627758714908516,0.7353102830286662,0.0,1.0,391,1000,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_c_calibration_controls,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate
blocked_correspondence_destroyed,Temporally blocked correspondence-destroyed control,mixed,destroyed within temporal blocks,1.4390008751655974,0.8783542239691527,0.3895300990419809,0.0,1.0,391,1000,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_c_calibration_controls,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate
nonlinear_monotone,Nonlinear monotone control,mixed,monotone but outside affine family,0.18828474813019752,0.11024789194841653,0.4138219945850754,0.0,1.0,391,1000,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_c_calibration_controls,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate
