figure_id,panel_id,experiment_id,run_id,run_tier,paper_result,analysis_tier,metric_id,estimand_id,condition_id,series_id,point_estimate,resampling_median,interval_lower,interval_upper,uncertainty_role,uncertainty_method,repetition_count,sample_count,unit,better_direction,source_table,source_row_key
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.50001333333333331,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,0
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,1
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,2
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,3
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,4
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,5
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,6
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,7
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,8
exp1_appendix_reversal_trajectory_diagnostics,a,exp1_alignment_transfer,exp1_alignment_transfer:full:2026-08-17T06:28:21.157011+00:00,paper,True,appendix,estimate,estimate,fig_exp1_reversal_margin_data,estimate,0.3086419753086419,,,,frozen appendix diagnostic,source table,,,,,fig_exp1_reversal_margin_data.csv,9
