route_id,point_mean_valid_gap_pairs_per_direction,point_selection_direction_count,valid_resampling_count,support_set_switch_rate_mean,support_set_switch_rate_median,support_set_switch_rate_p90,valid_audit_unit_change_rate_mean,valid_audit_unit_change_rate_median,valid_audit_unit_change_rate_p90,reference_action_switch_rate_mean,reference_action_switch_rate_median,reference_action_switch_rate_p90,route_selected_action_switch_rate_mean,route_selected_action_switch_rate_median,route_selected_action_switch_rate_p90,mean_valid_gap_pairs_per_direction_mean,mean_valid_gap_pairs_per_direction_median,mean_valid_gap_pairs_per_direction_p90,run_id,run_tier,paper_result,analysis_tier,experiment_id,config_hash,input_manifest_hash,code_version_type,code_version
arrival_carrier,17.49411764705882,170,1000,0.08553823529411765,0.08441176470588235,0.11,0.0,0.0,0.0,0.45985882352941176,0.4588235294117647,0.5241176470588237,0.49126470588235294,0.49411764705882355,0.5705882352941176,16.28358823529412,16.294117647058822,16.83529411764706,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history_mean_control,17.49411764705882,170,1000,0.08553823529411765,0.08441176470588235,0.11,0.0,0.0,0.0,0.45985882352941176,0.4588235294117647,0.5241176470588237,0.06067058823529412,0.058823529411764705,0.10588235294117647,16.28358823529412,16.294117647058822,16.83529411764706,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
ridge_proxy,17.49411764705882,170,1000,0.08553823529411765,0.08441176470588235,0.11,0.0,0.0,0.0,0.45985882352941176,0.4588235294117647,0.5241176470588237,0.10316470588235295,0.09411764705882353,0.16470588235294117,16.28358823529412,16.294117647058822,16.83529411764706,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
