run_id,created_time,experiment_id,mode,config_hash,seed,delay_setting,method,T,K,D_max,delay_meta_type,delay_meta_p,delay_meta_w,delay_meta_p_fast,delay_meta_p_slow,delay_meta_switch_t
toy_full_548dad5802_0_delay_oracle_s010,2026-06-20T06:13:06.986538Z,toy,full,548dad5802,10,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s010,2026-06-20T06:13:07.008370Z,toy,full,548dad5802,10,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s010,2026-06-20T06:13:07.031617Z,toy,full,548dad5802,10,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s010,2026-06-20T06:13:07.051847Z,toy,full,548dad5802,10,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s010,2026-06-20T06:13:07.073849Z,toy,full,548dad5802,10,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s010,2026-06-20T06:13:07.095258Z,toy,full,548dad5802,10,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s010,2026-06-20T06:13:07.115140Z,toy,full,548dad5802,10,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s010,2026-06-20T06:13:07.136958Z,toy,full,548dad5802,10,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s010,2026-06-20T06:13:07.159398Z,toy,full,548dad5802,10,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s010,2026-06-20T06:13:07.179010Z,toy,full,548dad5802,10,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s010,2026-06-20T06:13:07.200032Z,toy,full,548dad5802,10,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s010,2026-06-20T06:13:07.221246Z,toy,full,548dad5802,10,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s011,2026-06-20T06:13:07.240785Z,toy,full,548dad5802,11,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s011,2026-06-20T06:13:07.262856Z,toy,full,548dad5802,11,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s011,2026-06-20T06:13:07.284846Z,toy,full,548dad5802,11,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s011,2026-06-20T06:13:07.304463Z,toy,full,548dad5802,11,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s011,2026-06-20T06:13:07.325608Z,toy,full,548dad5802,11,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s011,2026-06-20T06:13:07.346946Z,toy,full,548dad5802,11,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s011,2026-06-20T06:13:07.366701Z,toy,full,548dad5802,11,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s011,2026-06-20T06:13:07.388343Z,toy,full,548dad5802,11,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s011,2026-06-20T06:13:07.409926Z,toy,full,548dad5802,11,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s011,2026-06-20T06:13:07.429350Z,toy,full,548dad5802,11,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s011,2026-06-20T06:13:07.450288Z,toy,full,548dad5802,11,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s011,2026-06-20T06:13:07.471215Z,toy,full,548dad5802,11,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s012,2026-06-20T06:13:07.490577Z,toy,full,548dad5802,12,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s012,2026-06-20T06:13:07.512423Z,toy,full,548dad5802,12,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s012,2026-06-20T06:13:07.534395Z,toy,full,548dad5802,12,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s012,2026-06-20T06:13:07.553639Z,toy,full,548dad5802,12,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s012,2026-06-20T06:13:07.574676Z,toy,full,548dad5802,12,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s012,2026-06-20T06:13:07.595964Z,toy,full,548dad5802,12,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s012,2026-06-20T06:13:07.616115Z,toy,full,548dad5802,12,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s012,2026-06-20T06:13:07.637787Z,toy,full,548dad5802,12,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s012,2026-06-20T06:13:07.659350Z,toy,full,548dad5802,12,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s012,2026-06-20T06:13:07.678693Z,toy,full,548dad5802,12,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s012,2026-06-20T06:13:07.699660Z,toy,full,548dad5802,12,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s012,2026-06-20T06:13:07.720415Z,toy,full,548dad5802,12,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s013,2026-06-20T06:13:07.739547Z,toy,full,548dad5802,13,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s013,2026-06-20T06:13:07.761266Z,toy,full,548dad5802,13,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s013,2026-06-20T06:13:07.783118Z,toy,full,548dad5802,13,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s013,2026-06-20T06:13:07.802346Z,toy,full,548dad5802,13,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s013,2026-06-20T06:13:07.823485Z,toy,full,548dad5802,13,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s013,2026-06-20T06:13:07.844831Z,toy,full,548dad5802,13,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s013,2026-06-20T06:13:07.864582Z,toy,full,548dad5802,13,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s013,2026-06-20T06:13:07.886069Z,toy,full,548dad5802,13,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s013,2026-06-20T06:13:07.907837Z,toy,full,548dad5802,13,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s013,2026-06-20T06:13:07.927524Z,toy,full,548dad5802,13,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s013,2026-06-20T06:13:07.948581Z,toy,full,548dad5802,13,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s013,2026-06-20T06:13:07.969458Z,toy,full,548dad5802,13,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s014,2026-06-20T06:13:07.988635Z,toy,full,548dad5802,14,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s014,2026-06-20T06:13:08.010358Z,toy,full,548dad5802,14,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s014,2026-06-20T06:13:08.032890Z,toy,full,548dad5802,14,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s014,2026-06-20T06:13:08.052555Z,toy,full,548dad5802,14,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s014,2026-06-20T06:13:08.073701Z,toy,full,548dad5802,14,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s014,2026-06-20T06:13:08.094901Z,toy,full,548dad5802,14,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s014,2026-06-20T06:13:08.114555Z,toy,full,548dad5802,14,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s014,2026-06-20T06:13:08.136095Z,toy,full,548dad5802,14,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s014,2026-06-20T06:13:08.157639Z,toy,full,548dad5802,14,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s014,2026-06-20T06:13:08.176874Z,toy,full,548dad5802,14,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s014,2026-06-20T06:13:08.197661Z,toy,full,548dad5802,14,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s014,2026-06-20T06:13:08.218283Z,toy,full,548dad5802,14,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s015,2026-06-20T06:13:08.237466Z,toy,full,548dad5802,15,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s015,2026-06-20T06:13:08.259000Z,toy,full,548dad5802,15,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s015,2026-06-20T06:13:08.280823Z,toy,full,548dad5802,15,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s015,2026-06-20T06:13:08.299949Z,toy,full,548dad5802,15,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s015,2026-06-20T06:13:08.321412Z,toy,full,548dad5802,15,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s015,2026-06-20T06:13:08.342498Z,toy,full,548dad5802,15,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s015,2026-06-20T06:13:08.362207Z,toy,full,548dad5802,15,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s015,2026-06-20T06:13:08.383756Z,toy,full,548dad5802,15,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s015,2026-06-20T06:13:08.405784Z,toy,full,548dad5802,15,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s015,2026-06-20T06:13:08.424911Z,toy,full,548dad5802,15,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s015,2026-06-20T06:13:08.445698Z,toy,full,548dad5802,15,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s015,2026-06-20T06:13:08.466479Z,toy,full,548dad5802,15,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s016,2026-06-20T06:13:08.485589Z,toy,full,548dad5802,16,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s016,2026-06-20T06:13:08.507686Z,toy,full,548dad5802,16,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s016,2026-06-20T06:13:08.529856Z,toy,full,548dad5802,16,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s016,2026-06-20T06:13:08.549478Z,toy,full,548dad5802,16,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s016,2026-06-20T06:13:08.570605Z,toy,full,548dad5802,16,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s016,2026-06-20T06:13:08.591853Z,toy,full,548dad5802,16,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s016,2026-06-20T06:13:08.611796Z,toy,full,548dad5802,16,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s016,2026-06-20T06:13:08.633551Z,toy,full,548dad5802,16,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s016,2026-06-20T06:13:08.655318Z,toy,full,548dad5802,16,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s016,2026-06-20T06:13:08.674891Z,toy,full,548dad5802,16,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s016,2026-06-20T06:13:08.696086Z,toy,full,548dad5802,16,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s016,2026-06-20T06:13:08.717033Z,toy,full,548dad5802,16,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s017,2026-06-20T06:13:08.736367Z,toy,full,548dad5802,17,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s017,2026-06-20T06:13:08.758279Z,toy,full,548dad5802,17,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s017,2026-06-20T06:13:08.780400Z,toy,full,548dad5802,17,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s017,2026-06-20T06:13:08.799625Z,toy,full,548dad5802,17,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s017,2026-06-20T06:13:08.820660Z,toy,full,548dad5802,17,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s017,2026-06-20T06:13:08.841917Z,toy,full,548dad5802,17,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s017,2026-06-20T06:13:08.862094Z,toy,full,548dad5802,17,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s017,2026-06-20T06:13:08.883794Z,toy,full,548dad5802,17,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s017,2026-06-20T06:13:08.905433Z,toy,full,548dad5802,17,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s017,2026-06-20T06:13:08.924755Z,toy,full,548dad5802,17,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s017,2026-06-20T06:13:08.945699Z,toy,full,548dad5802,17,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s017,2026-06-20T06:13:08.966630Z,toy,full,548dad5802,17,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s018,2026-06-20T06:13:08.985993Z,toy,full,548dad5802,18,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s018,2026-06-20T06:13:09.007934Z,toy,full,548dad5802,18,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s018,2026-06-20T06:13:09.031040Z,toy,full,548dad5802,18,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s018,2026-06-20T06:13:09.051491Z,toy,full,548dad5802,18,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s018,2026-06-20T06:13:09.073141Z,toy,full,548dad5802,18,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s018,2026-06-20T06:13:09.094397Z,toy,full,548dad5802,18,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s018,2026-06-20T06:13:09.114474Z,toy,full,548dad5802,18,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s018,2026-06-20T06:13:09.136331Z,toy,full,548dad5802,18,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s018,2026-06-20T06:13:09.158161Z,toy,full,548dad5802,18,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s018,2026-06-20T06:13:09.177918Z,toy,full,548dad5802,18,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s018,2026-06-20T06:13:09.198813Z,toy,full,548dad5802,18,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s018,2026-06-20T06:13:09.219494Z,toy,full,548dad5802,18,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s019,2026-06-20T06:13:09.238754Z,toy,full,548dad5802,19,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s019,2026-06-20T06:13:09.260546Z,toy,full,548dad5802,19,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s019,2026-06-20T06:13:09.282730Z,toy,full,548dad5802,19,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s019,2026-06-20T06:13:09.302108Z,toy,full,548dad5802,19,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s019,2026-06-20T06:13:09.323420Z,toy,full,548dad5802,19,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s019,2026-06-20T06:13:09.344896Z,toy,full,548dad5802,19,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s019,2026-06-20T06:13:09.364835Z,toy,full,548dad5802,19,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s019,2026-06-20T06:13:09.386517Z,toy,full,548dad5802,19,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s019,2026-06-20T06:13:09.408330Z,toy,full,548dad5802,19,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s019,2026-06-20T06:13:09.427872Z,toy,full,548dad5802,19,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s019,2026-06-20T06:13:09.449041Z,toy,full,548dad5802,19,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s019,2026-06-20T06:13:09.470168Z,toy,full,548dad5802,19,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s020,2026-06-20T06:13:09.489707Z,toy,full,548dad5802,20,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s020,2026-06-20T06:13:09.511564Z,toy,full,548dad5802,20,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s020,2026-06-20T06:13:09.533695Z,toy,full,548dad5802,20,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s020,2026-06-20T06:13:09.552876Z,toy,full,548dad5802,20,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s020,2026-06-20T06:13:09.574532Z,toy,full,548dad5802,20,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s020,2026-06-20T06:13:09.595797Z,toy,full,548dad5802,20,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s020,2026-06-20T06:13:09.615835Z,toy,full,548dad5802,20,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s020,2026-06-20T06:13:09.637783Z,toy,full,548dad5802,20,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s020,2026-06-20T06:13:09.660116Z,toy,full,548dad5802,20,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s020,2026-06-20T06:13:09.679624Z,toy,full,548dad5802,20,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s020,2026-06-20T06:13:09.700639Z,toy,full,548dad5802,20,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s020,2026-06-20T06:13:09.721542Z,toy,full,548dad5802,20,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s021,2026-06-20T06:13:09.740867Z,toy,full,548dad5802,21,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s021,2026-06-20T06:13:09.763092Z,toy,full,548dad5802,21,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
