control_id,control_display_name,correspondence_status,raw_defect,oof_calibrated_defect,recoverability,negative_recoverability_rate,estimability_rate,minimum_training_support,monte_carlo_replications,analysis_tier,run_id,run_tier,paper_result,experiment_id,module_id,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
affine_linked,Affine-linked control,preserved by construction,0.5907838796257786,0.15627758714908516,0.7353102830286662,0.0,1.0,391,1000,primary,full_20260807T045219Z_7eeb2a31,full,False,exp4_controlled_route_audit,module_c_calibration_controls,7915d9f10d3f70094c057f75655f791b44f9997c,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,1b265647b85ce479a9571526f7d30430e6fe18afac75d069195d3368c75f2965,805a7fc583bb99acdf6f15864a33f0c96033d74e87dbf8fb4601ef6b19d69c2a,exp4_controlled_route_audit_v2,aggregate
blocked_correspondence_destroyed,Temporally blocked correspondence-destroyed control,destroyed within temporal blocks,1.4390008751655974,0.8783542239691527,0.3895300990419809,0.0,1.0,391,1000,primary,full_20260807T045219Z_7eeb2a31,full,False,exp4_controlled_route_audit,module_c_calibration_controls,7915d9f10d3f70094c057f75655f791b44f9997c,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,1b265647b85ce479a9571526f7d30430e6fe18afac75d069195d3368c75f2965,805a7fc583bb99acdf6f15864a33f0c96033d74e87dbf8fb4601ef6b19d69c2a,exp4_controlled_route_audit_v2,aggregate
nonlinear_monotone,Nonlinear monotone control,monotone but outside affine family,0.18828474813019752,0.11024789194841653,0.4138219945850754,0.0,1.0,391,1000,appendix,full_20260807T045219Z_7eeb2a31,full,False,exp4_controlled_route_audit,module_c_calibration_controls,7915d9f10d3f70094c057f75655f791b44f9997c,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,1b265647b85ce479a9571526f7d30430e6fe18afac75d069195d3368c75f2965,805a7fc583bb99acdf6f15864a33f0c96033d74e87dbf8fb4601ef6b19d69c2a,exp4_controlled_route_audit_v2,aggregate
