figure_id,panel_id,experiment_id,run_id,run_tier,paper_result,analysis_tier,metric_id,estimand_id,condition_id,series_id,point_estimate,resampling_median,interval_lower,interval_upper,uncertainty_role,uncertainty_method,repetition_count,sample_count,unit,better_direction,source_table,source_row_key
exp3_main_score_gap_ranking,panel_a_score,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,pooled_supported_cell_spearman,pooled_supported_cell_spearman,arrival_carrier,arrival_carrier,0.61016037523926236,0.51075051488855427,0.40858183200013187,0.59792871444356399,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,0
exp3_main_score_gap_ranking,panel_a_score,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,pooled_supported_cell_spearman,pooled_supported_cell_spearman,history_mean_control,history_mean_control,0.714376437546001,0.61660865878826809,0.50129517939502455,0.69924755762177992,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,1
exp3_main_score_gap_ranking,panel_a_score,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,pooled_supported_cell_spearman,pooled_supported_cell_spearman,ridge_proxy,ridge_proxy,0.69578350385714616,0.59343199672041202,0.51749958753811942,0.65880106050868037,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,2
exp3_main_score_gap_ranking,panel_a_score,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,pooled_supported_cell_mae,pooled_supported_cell_mae,arrival_carrier,arrival_carrier,0.12848864990088649,0.1666539489672505,0.15507264174296639,0.1793795900680657,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,3
exp3_main_score_gap_ranking,panel_a_score,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,pooled_supported_cell_mae,pooled_supported_cell_mae,history_mean_control,history_mean_control,0.1060607125836783,0.13707928025779939,0.12256828383914441,0.15804105989916509,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,4
exp3_main_score_gap_ranking,panel_a_score,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,pooled_supported_cell_mae,pooled_supported_cell_mae,ridge_proxy,ridge_proxy,0.1050646441968716,0.13668678698647671,0.1220507841427354,0.1557793659890695,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,5
exp3_main_score_gap_ranking,panel_b_gap,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,maximum_heldout_reference_pair_gap_error,maximum_heldout_reference_pair_gap_error,arrival_carrier,arrival_carrier,0.64179076109693167,0.79487590745699244,0.72218341497598859,0.87007457332862825,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,6
exp3_main_score_gap_ranking,panel_b_gap,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,maximum_heldout_reference_pair_gap_error,maximum_heldout_reference_pair_gap_error,history_mean_control,history_mean_control,0.3859172131275212,0.48611979615435058,0.44742388361221969,0.52457675610481269,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,7
exp3_main_score_gap_ranking,panel_b_gap,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,maximum_heldout_reference_pair_gap_error,maximum_heldout_reference_pair_gap_error,ridge_proxy,ridge_proxy,0.39962265049289247,0.4917990492619721,0.45293354774978101,0.53183465285731524,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,8
exp3_main_score_gap_ranking,panel_b_gap,exp3_sequential_recommendation_delayed_feedback,exp3-full-20260807T072340Z,full,True,primary,heldout_reference_pair_sign_agreement,heldout_reference_pair_sign_agreement,arrival_carrier,arrival_carrier,0.76463194937562096,0.68194766356895298,0.61036032971674825,0.75129563102357788,empirical 2.5%-97.5% user-cluster resampling sensitivity range,user-cluster resampling; not a confidence interval,1000,,unitless,metric-dependent,exp3_main_score_gap_ranking_data.csv,9
