contrast_id,metric_id,full_sample_estimate,point_estimate,resampling_median,sensitivity_lower,sensitivity_upper,resampling_range_method,uncertainty_role,formal_ci_validated,positive_favors,valid_replication_count,valid_resampling_count,run_id,run_tier,paper_result,analysis_tier,experiment_id,config_hash,input_manifest_hash,code_version_type,code_version
ridge_over_historical,ridge_over_historical_paired_value_gain,-0.014907464192654013,-0.014907464192654013,-0.012392235566933016,-0.034702464253820925,0.007543884965948543,percentile_user_cluster_sensitivity,sensitivity_only,False,ridge_proxy,1000,1000,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
