action_coverage,reference_pair_coverage,pair_coverage,audit_unit_coverage,supported_action_count_mean,total_audit_unit_count,valid_audit_unit_count,scientific_support_status,resampling_range_method,uncertainty_role,formal_ci_validated,action_coverage_resampling_median,action_coverage_sensitivity_lower,action_coverage_sensitivity_upper,reference_pair_coverage_resampling_median,reference_pair_coverage_sensitivity_lower,reference_pair_coverage_sensitivity_upper,audit_unit_coverage_resampling_median,audit_unit_coverage_sensitivity_lower,audit_unit_coverage_sensitivity_upper,pair_coverage_resampling_median,pair_coverage_sensitivity_lower,pair_coverage_sensitivity_upper,run_id,run_tier,paper_result,analysis_tier,experiment_id,config_hash,input_manifest_hash,code_version_type,code_version
0.9247058823529412,0.9207430340557278,0.9207430340557278,1.0,18.49411764705882,85.0,85.0,PASS,percentile_user_cluster_sensitivity,sensitivity_only,False,0.8647058823529413,0.8176323529411764,0.9064852941176472,0.8575851393188856,0.8080340557275543,0.9015634674922604,1.0,1.0,1.0,0.8575851393188856,0.8080340557275543,0.9015634674922604,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
