experiment_id,delay_condition,method_id,method_display_name,plot_label,comparator_method_id,ranking_regret_per_time_bin,ranking_regret_ci_lower,ranking_regret_ci_upper,paired_regret_reduction_vs_history_mean,paired_reduction_ci_lower,paired_reduction_ci_upper,ci_level,n_bootstrap,interpretation_note
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,history_mean_static,History mean static,History mean,history_mean_static,0.02913638342301746,0.011640039548203841,0.07473258691291762,0.0,0.0,0.0,0.95,100,Positive paired reduction favors the named route over the history-only static control. A confidence interval spanning zero does not establish incremental dynamic proxy value.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,short_term_ridge_proxy,Short-term ridge proxy,ST ridge,history_mean_static,0.024835709952348604,0.01022728477073579,0.07377762616134924,0.0043006734706688,-0.005465459747106,0.0140510721698661,0.95,100,Positive paired reduction favors the named route over the history-only static control. A confidence interval spanning zero does not establish incremental dynamic proxy value.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,history_ewma_ridge_proxy,History EWMA ridge proxy,Hist-EWMA ridge,history_mean_static,0.024835709952348604,0.01022728477073579,0.07377762616134924,0.0043006734706688,-0.005465459747106,0.0140510721698661,0.95,100,Positive paired reduction favors the named route over the history-only static control. A confidence interval spanning zero does not establish incremental dynamic proxy value.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,short_term_composite_surrogate,Short-term composite surrogate,ST composite,history_mean_static,0.04630657600192288,0.0332009278386078,0.09086189303539777,-0.0171701925789054,-0.0368684765187796,-0.0017857004995549,0.95,100,Positive paired reduction favors the named route over the history-only static control. A confidence interval spanning zero does not establish incremental dynamic proxy value.
