method_id,held_out_proxy_score_target_spearman,proxy_calibration_error,top_10_overlap_with_source_aware_reference,ranking_regret_per_time_bin,fit_split,evaluation_split,target_context,main_feature_information,primary_horizon
short_term_ridge_proxy,0.8426510492622113,0.020587120793390534,0.8737222222222222,0.024835709952348604,history_standard_only,main_standard_only,same_split_standard_log_only,completed_history_plus_earlier_main_bins_only,6h
history_ewma_ridge_proxy,0.8447287401908964,0.04933579228074061,0.8737222222222222,0.024835709952348604,history_standard_only,main_standard_only,same_split_standard_log_only,completed_history_plus_earlier_main_bins_only,6h
