experiment_id,delay_condition,source_label_rate_q,method_id,method_display_name,plot_label,route_role,n_valid_source_outcomes,expected_source_labelled_outcomes,expected_source_labelled_share,ranking_regret_per_time_bin,ranking_regret_ci_lower,ranking_regret_ci_upper,regret_reduction_vs_carrier,reduction_ci_lower,reduction_ci_upper,ci_level,n_bootstrap,interpretation_note
exp3_long_term_recoverability,independent_matched_delay_pool,0.0,arrival_time_naive,Arrival-time carrier,Carrier,carrier_endpoint,5945952,0,0.0,0.05850998420827566,0.039994535683864525,0.15948124379914014,0.0,0.0,0.0,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,independent_matched_delay_pool,0.1,partial_source_label_q10,"Partial source labels, q=0.10",Labels 10%,partial_label_route,5945952,594595,0.1,0.05850998420827566,0.039994535683864525,0.13455537244485438,0.0,-0.0046937586668204,0.0417349314075404,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,independent_matched_delay_pool,0.3,partial_source_label_q30,"Partial source labels, q=0.30",Labels 30%,partial_label_route,5945952,1783786,0.3,0.0627489734186786,0.04178095373264824,0.1175787453077438,-0.0042389892104029,-0.0072637788706512,0.0621370693311824,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,independent_matched_delay_pool,0.5,partial_source_label_q50,"Partial source labels, q=0.50",Labels 50%,partial_label_route,5945952,2972976,0.5,0.06712145536585076,0.03695294106237781,0.09854628930119053,-0.0086114711575751,-0.0110090274016933,0.0744658887027923,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,independent_matched_delay_pool,1.0,source_labelled_empirical,Source-labelled empirical,Source labels,source_label_endpoint,5945952,5945952,1.0,0.06340156222027288,0.03566605026213438,0.09794603032283282,-0.0048915780119972,-0.0161769117269487,0.08317275728638,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,0.0,arrival_time_naive,Arrival-time carrier,Carrier,carrier_endpoint,5945952,0,0.0,0.07775685270626514,0.04636517205014216,0.1577808654613475,0.0,0.0,0.0,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,0.1,partial_source_label_q10,"Partial source labels, q=0.10",Labels 10%,partial_label_route,5945952,594595,0.1,0.05824755756402476,0.03879052689350032,0.13000727978576238,0.0195092951422403,-0.0090485855803587,0.0417710179916769,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,0.3,partial_source_label_q30,"Partial source labels, q=0.30",Labels 30%,partial_label_route,5945952,1783786,0.3,0.05903830553187262,0.03933468867804614,0.11619015344048249,0.0187185471743925,-0.0023764172524279,0.0581331140207945,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,0.5,partial_source_label_q50,"Partial source labels, q=0.50",Labels 50%,partial_label_route,5945952,2972976,0.5,0.05874973654257538,0.03257405408712961,0.09947667147073638,0.0190071161636897,-0.0025605114040535,0.0703086405585667,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,1.0,source_labelled_empirical,Source-labelled empirical,Source labels,source_label_endpoint,5945952,5945952,1.0,0.05180530042379981,0.03506314181372036,0.08555105101639032,0.0259515522824653,-0.0108464906965642,0.0855762382846148,0.95,100,Positive reduction means lower regret than Carrier. This is a high-volume sensitivity table; it makes no monotonicity or sparse-label-sufficiency claim.
