route_pair,route_left,route_right,allocation_tv,top_k,top_k_overlap,top_k_set_disagreement,kendall_tau_b,common_active_cell_count,left_positive_credit_cell_count,right_positive_credit_cell_count,common_positive_credit_cell_count,mean_journey_assignment_tv,resampling_repetitions,allocation_tv_resampling_mean,allocation_tv_resampling_q025,allocation_tv_resampling_q500,allocation_tv_resampling_q975,top_k_overlap_resampling_mean,top_k_overlap_resampling_q025,top_k_overlap_resampling_q500,top_k_overlap_resampling_q975,top_k_set_disagreement_resampling_mean,top_k_set_disagreement_resampling_q025,top_k_set_disagreement_resampling_q500,top_k_set_disagreement_resampling_q975,kendall_tau_b_resampling_mean,kendall_tau_b_resampling_q025,kendall_tau_b_resampling_q500,kendall_tau_b_resampling_q975,common_active_cell_count_resampling_mean,common_active_cell_count_resampling_q025,common_active_cell_count_resampling_q500,common_active_cell_count_resampling_q975,full_sample_support_count,bootstrap_support_min,bootstrap_support_max,support_frozen,kendall_tau_b_nan_fraction,constant_vector_fraction,zero_mass_vector_fraction,allocation_tv_resampling_bias_mean,allocation_tv_resampling_bias_q500,allocation_tv_full_sample_outside_resampling_range,top_k_overlap_resampling_bias_mean,top_k_overlap_resampling_bias_q500,top_k_overlap_full_sample_outside_resampling_range,top_k_set_disagreement_resampling_bias_mean,top_k_set_disagreement_resampling_bias_q500,top_k_set_disagreement_full_sample_outside_resampling_range,kendall_tau_b_resampling_bias_mean,kendall_tau_b_resampling_bias_q500,kendall_tau_b_full_sample_outside_resampling_range,common_active_cell_count_resampling_bias_mean,common_active_cell_count_resampling_bias_q500,common_active_cell_count_full_sample_outside_resampling_range
First-click-or-touch attribution vs. Last-click-or-touch attribution,first_click_or_touch,last_click_or_touch,0.061768355181528803,10,0.80000000000000004,0.1999999999999999,0.71742584719786462,15490,14912,14521,13943,0.19856337221606679,1000,0.073347715508909797,0.072269290067729905,0.073372219305402206,0.074398610915347593,0.7904000000000001,0.59999999999999998,0.80000000000000004,1,0.20960000000000001,0,0.1999999999999999,0.40000000000000002,0.71629849149524094,0.70976567058628226,0.71627135934125041,0.72292792765420844,15490,15490,15490,15490,15490,15490,15490,True,0,0,0,0.011579360327380901,0.0116038641238734,True,-0.0095999999999999003,0,False,0.0095999999999999992,0,False,-0.0011273557026236,-0.0011544878566142,False,0,0,False
First-click-or-touch attribution vs. Linear source-cell credit,first_click_or_touch,linear_source_cell_credit,0.032168343246187503,10,0.90000000000000002,0.099999999999999895,0.84757122493590464,15728,14912,15728,14912,0.1122283598331502,1000,0.038468575279718302,0.037905767816261003,0.0384667320652997,0.039033494133357702,0.89550000000000018,0.69999999999999996,0.90000000000000002,1,0.1044999999999999,0,0.099999999999999895,0.29999999999999999,0.84592397341764969,0.84204029019730786,0.84589395730912864,0.84996681112902328,15728,15728,15728,15728,15728,15728,15728,True,0,0,0,0.0063002320335307001,0.0062983888191122002,True,-0.0044999999999998002,0,False,0.0044999999999998999,0,False,-0.0016472515182548999,-0.0016772676267760001,False,0,0,False
First-click-or-touch attribution vs. Time-decay source-cell credit,first_click_or_touch,time_decay_source_cell_credit,0.049638155022721099,10,0.90000000000000002,0.099999999999999895,0.77418111883265417,15728,14912,15728,14912,0.15994927992028099,1000,0.058375789600411197,0.057557715080323202,0.058380380176688097,0.059195488240851801,0.83820000000000017,0.69999999999999996,0.80000000000000004,1,0.16179999999999989,0,0.1999999999999999,0.29999999999999999,0.77635770466611753,0.77122835047481419,0.77633645568649401,0.78198942226024226,15728,15728,15728,15728,15728,15728,15728,True,0,0,0,0.0087376345776900999,0.0087422251539669999,True,-0.0617999999999998,-0.099999999999999895,False,0.061799999999999897,0.099999999999999895,False,0.0021765858334633001,0.0021553368538398,False,0,0,False
Last-click-or-touch attribution vs. Linear source-cell credit,last_click_or_touch,linear_source_cell_credit,0.032788333836237998,10,0.90000000000000002,0.099999999999999895,0.85450821133775956,15728,14521,15728,14521,0.1122283598331502,1000,0.0389672935179039,0.038395140790865402,0.038970617536745397,0.039526965789995802,0.87330000000000019,0.69999999999999996,0.90000000000000002,1,0.1266999999999999,0,0.099999999999999895,0.29999999999999999,0.84876200596484008,0.84515063778833821,0.84875571868863797,0.85252182446874558,15728,15728,15728,15728,15728,15728,15728,True,0,0,0,0.0061789596816659003,0.0061822837005073997,True,-0.0266999999999998,0,False,0.026700000000000002,0,False,-0.0057462053729194001,-0.0057524926491215001,True,0,0,False
Last-click-or-touch attribution vs. Time-decay source-cell credit,last_click_or_touch,time_decay_source_cell_credit,0.0166540582774761,10,0.90000000000000002,0.099999999999999895,0.92501677456482845,15728,14521,15728,14521,0.0585766512869162,1000,0.020132860018679099,0.019799272310653,0.020132496556653601,0.020481304739787699,0.92949999999999999,0.80000000000000004,0.90000000000000002,1,0.070499999999999993,0,0.099999999999999895,0.1999999999999999,0.91816134261491178,0.91597604290523316,0.91814283756911441,0.9203183814114112,15728,15728,15728,15728,15728,15728,15728,True,0,0,0,0.0034788017412029,0.0034784382791773999,True,0.029499999999999998,0,False,-0.029499999999999901,0,False,-0.0068554319499165,-0.0068739369957139997,True,0,0,False
Linear source-cell credit vs. Time-decay source-cell credit,linear_source_cell_credit,time_decay_source_cell_credit,0.019048877312472099,10,1,0,0.91656817331154439,15728,15728,15728,15728,0.055140459473511101,1000,0.021932482898630801,0.021603752258078299,0.0219324395610466,0.022278619083485201,0.9224,0.80000000000000004,0.90000000000000002,1,0.077599999999999905,0,0.099999999999999895,0.1999999999999999,0.91998195933376381,0.91773242588363635,0.91996655805651484,0.92222736631660718,15728,15728,15728,15728,15728,15728,15728,True,0,0,0,0.0028836055861587002,0.0028835622485745001,True,-0.077599999999999794,-0.099999999999999895,False,0.077599999999999905,0.099999999999999895,False,0.0034137860222193,0.0033983847449702001,True,0,0,False
