experiment_id,delay_condition,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,metric_id,point_estimate,ci_lower,ci_upper,top_k_overlap_with_source_aware_reference,top_k_overlap_ci_lower,top_k_overlap_ci_upper,top_action_match_rate,top_action_match_ci_lower,top_action_match_ci_upper,ci_level,uncertainty_unit,label_mask_uncertainty,n_bootstrap
exp3_long_term_recoverability,independent_matched_delay_pool,source_aware_reference,Source-aware reference,offline_source_target,source_aware_reference,False,False,ranking_regret_per_time_bin,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,arrival_time_naive,Arrival-time carrier,arrival_time_carrier,none,False,False,ranking_regret_per_time_bin,0.05850998420827566,0.04438238777139138,0.15255180855658945,0.7553833333333334,0.6888888888888889,0.8166666666666668,0.3888888888888889,0.16666666666666666,0.7222222222222222,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,source_labelled_empirical,Source-labelled empirical,source_labelled,source_labelled_control,True,False,ranking_regret_per_time_bin,0.06340156222027288,0.03084483411819655,0.09826196869610665,0.8326000000000001,0.7833333333333334,0.8777777777777778,0.6111111111111112,0.2777777777777778,0.7777777777777778,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,partial_source_label_q10,"Partial source labels, q=0.10",partial_source_label,none,False,False,ranking_regret_per_time_bin,0.05850998420827566,0.04212210420546208,0.140843478246077,0.7657222222222224,0.7055555555555555,0.8277777777777778,0.3888888888888889,0.16666666666666666,0.7222222222222222,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,partial_source_label_q30,"Partial source labels, q=0.30",partial_source_label,none,False,False,ranking_regret_per_time_bin,0.05923231393798655,0.03887261724328286,0.12301689581006996,0.7856222222222222,0.7277777777777777,0.8444444444444446,0.38333333333333336,0.2222222222222222,0.7222222222222222,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,partial_source_label_q50,"Partial source labels, q=0.50",partial_source_label,none,False,False,ranking_regret_per_time_bin,0.06414516270209451,0.035694068427486354,0.10973119722651409,0.8039111111111112,0.7500000000000001,0.8555555555555556,0.3851851851851852,0.2777777777777778,0.7222222222222222,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,history_ewma_ridge_proxy,History EWMA ridge proxy,history_plus_lagged_proxy,none,True,False,ranking_regret_per_time_bin,0.024835709952348604,0.008453100213938657,0.08739535739736815,0.873588888888889,0.8222222222222224,0.9222222222222223,0.5555555555555556,0.1111111111111111,0.8333333333333334,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,history_mean_static,History mean static,history_target_mean_only,diagnostic_control,True,False,ranking_regret_per_time_bin,0.02913638342301746,0.01160967750625785,0.09440092874534894,0.8708333333333332,0.8166666666666669,0.9166666666666666,0.5,0.1111111111111111,0.7777777777777778,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,short_term_composite_surrogate,Short-term composite surrogate,lagged_composite_proxy,none,False,False,ranking_regret_per_time_bin,0.04630657600192288,0.031317880223832736,0.10510711979188386,0.779177777777778,0.7333333333333333,0.8222222222222224,0.3888888888888889,0.1111111111111111,0.6680555555555543,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,independent_matched_delay_pool,short_term_ridge_proxy,Short-term ridge proxy,lagged_short_term_proxy,none,False,False,ranking_regret_per_time_bin,0.024835709952348604,0.008453100213938657,0.08739535739736815,0.873588888888889,0.8222222222222224,0.9222222222222223,0.5555555555555556,0.1111111111111111,0.8333333333333334,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
exp3_long_term_recoverability,action_value_coupled_matched_delay_pool,source_aware_reference,Source-aware reference,offline_source_target,source_aware_reference,False,False,ranking_regret_per_time_bin,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,user_cluster_resampling_of_empirical_update_routes_with_fixed_support_and_history_fitted_proxy_scores,partial routes pair each user bootstrap draw with one trajectory sampled from a finite bank of 30 independent event-level source-label masks,1000
