quantile,proxy_distance,candidate_distance_count,calibration_seed_count
0.0,0.0036818220216085574,1996155,20
0.1,0.2267075033634234,1996155,20
0.25,0.33365191843564823,1996155,20
0.5,0.49433094318240234,1996155,20
0.75,0.8394132948175252,1996155,20
0.9,1.8002517573779102,1996155,20
1.0,3.856920395280223,1996155,20
