mechanism_id,mechanism_display_name,route_id,route_display_name,metric_id,n_seeds,estimate,se,ci_lower,ci_upper,bootstrap_repetitions,ci_level,run_tier,paper_result
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,empty_arrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,multiarrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,arrival_assigned,Arrival-time assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,generated_mean_delay,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,alignment_budget_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,transfer_bound_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,transfer_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,empty_arrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,multiarrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
zero_delay,Zero delay,source_bound,Source-bound assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.90722908496732,15.033072385620914,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.5288500557318384e-17,5.572219597269171e-17,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.5291547562963845e-17,5.572551525764279e-17,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.529301694602816e-17,5.571423127897236e-17,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,empty_arrival_clock_rate,30,0.36318,0.000878784426902,0.3614666666666667,0.3648801666666667,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,multiarrival_clock_rate,30,0.2640266666666667,0.0006688974172392,0.2627598333333332,0.2652933333333333,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,arrival_assigned,Arrival-time assignment,mean_route_map_age,30,11.60404,0.0427574731251272,11.522717833333331,11.687183166666667,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.9074477124183,15.030649019607845,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,alignment_budget_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,transfer_bound_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,transfer_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,empty_arrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,multiarrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
exact_valid_shift,Exact-valid shift,source_bound,Source-bound assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.904618790849671,15.028969117647058,2000,0.95,paper,True
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,0.2587714326563771,0.0020737670199077,0.2549227961717554,0.2627063563627808,2000,0.95,paper,True
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.032565150539402,0.0004687491552906,0.0316533415095442,0.0334015164199858,2000,0.95,paper,True
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,0.2587714326563771,0.0020737670199077,0.2546176392059762,0.2626253674241167,2000,0.95,paper,True
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,0.226206282116975,0.0016367818148551,0.2231320561420183,0.2293375100785231,2000,0.95,paper,True
