mechanism_id,mechanism_display_name,route_id,route_display_name,metric_id,n_seeds,estimate,se,ci_lower,ci_upper,bootstrap_repetitions,ci_level,run_tier,paper_result,summary_component,feedback_binding_id,feedback_binding_display_name
zero_delay,Zero delay,source_bound,Source-bound assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.90722908496732,15.033072385620914,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.5288500557318384e-17,5.572219597269171e-17,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.5291547562963845e-17,5.572551525764279e-17,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.529301694602816e-17,5.571423127897236e-17,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,regret_stability_slack_rate,30,5.550217114606385e-17,1.1158351929961586e-19,5.529477132970354e-17,5.571619975643672e-17,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,pairwise_sign_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,directed_choice_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,mean_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,min_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,mean_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,min_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,empty_arrival_clock_rate,30,0.36318,0.000878784426902,0.3614666666666667,0.3648801666666667,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,multiarrival_clock_rate,30,0.2640266666666667,0.0006688974172392,0.2627598333333332,0.2652933333333333,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,arrival_assigned,Arrival-time assignment,mean_route_map_age,30,11.60404,0.0427574731251272,11.522717833333331,11.687183166666667,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.9074477124183,15.030649019607845,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,alignment_budget_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,transfer_bound_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,transfer_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,regret_stability_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,pairwise_sign_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,directed_choice_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,mean_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,min_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,mean_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,min_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,empty_arrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,multiarrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
exact_valid_shift,Exact-cardinal-valid shift,source_bound,Source-bound assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.904618790849671,15.028969117647058,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,0.2587714326563771,0.0020737670199077,0.2549227961717554,0.2627063563627808,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.032565150539402,0.0004687491552906,0.0316533415095442,0.0334015164199858,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,0.2587714326563771,0.0020737670199077,0.2546176392059762,0.2626253674241167,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,0.226206282116975,0.0016367818148551,0.2231320561420183,0.2293375100785231,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,regret_stability_slack_rate,30,0.226206282116975,0.0016367818148551,0.2230805488781852,0.2292459413867709,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,ranking_reversal_rate,30,0.6680466666666667,0.0033254115062385,0.6615111666666667,0.67436,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,pairwise_sign_disagreement_rate,30,0.1619645925925925,0.0016687012661957,0.1584851185185185,0.1652344888888888,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,directed_choice_disagreement_rate,30,0.6680466666666667,0.0033254115062385,0.6616628333333332,0.6743808333333333,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,complete_conflict_rate,30,0.6680466666666667,0.0033254115062385,0.6616729999999998,0.6744268333333334,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,mean_structural_conflict_margin,30,0.0487201391841141,0.0005964524773263,0.0475487190021709,0.0498973876175367,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,min_structural_conflict_margin,30,7.944401857501796e-06,1.133993505531933e-06,5.948780696140815e-06,1.0305167394364971e-05,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,mean_route_conflict_margin,30,0.006035305615276,1.364295756874883e-05,0.0060083576042532,0.0060601317222162,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,min_route_conflict_margin,30,6.616305978006936e-06,1.1757547359737743e-06,4.577872138482918e-06,9.029887658687434e-06,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,margin_preservation_rate,30,0.0460866666666666,0.000928758079847,0.0443666666666666,0.0478466666666666,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,mean_reversal_margin,30,0.0487201391841141,0.0005964524773263,0.047578319656888,0.0498775262624965,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,empty_arrival_clock_rate,30,0.36318,0.000878784426902,0.36144,0.3648468333333333,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,multiarrival_clock_rate,30,0.2640266666666667,0.0006688974172392,0.2627531666666666,0.2652735,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,arrival_assigned,Arrival-time assignment,mean_route_map_age,30,11.60404,0.0427574731251272,11.5220845,11.683603333333332,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,generated_mean_delay,30,14.970849673202611,0.0319935514176065,14.907159477124184,15.029636764705884,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,alignment_budget_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,transfer_bound_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,transfer_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,regret_stability_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,pairwise_sign_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,directed_choice_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,mean_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,min_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,mean_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,min_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,empty_arrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,multiarrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
geometric_delay,Geometric delay,source_bound,Source-bound assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,14.97058823529412,0.0551040711425653,14.85621454248366,15.07498725490196,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,0.2191296534230705,0.0016782833508448,0.2157251878257576,0.2223268697656643,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.0274087685471754,0.0003905834165118,0.0266349006553414,0.0281631831698483,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,0.2191296534230705,0.0016782833508448,0.2158187804672875,0.2222461719848148,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,0.191720884875895,0.0013260063074486,0.1889387101837677,0.1942277090753645,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,regret_stability_slack_rate,30,0.191720884875895,0.0013260063074486,0.1892458395871318,0.1941358802667198,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,ranking_reversal_rate,30,0.58616,0.0025806067182898,0.5809531666666666,0.5911211666666666,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,pairwise_sign_disagreement_rate,30,0.1371444444444444,0.0013681444086905,0.1343754444444444,0.1397075666666666,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,directed_choice_disagreement_rate,30,0.58616,0.0025806067182898,0.5812593333333336,0.5911801666666667,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,complete_conflict_rate,30,0.58616,0.0025806067182898,0.5811525,0.5911468333333333,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,mean_structural_conflict_margin,30,0.0467384808118979,0.0005841734669123,0.0456318335432171,0.0478051958151956,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,min_structural_conflict_margin,30,9.370475239271511e-06,1.4796792070988677e-06,6.524870517387401e-06,1.2398267598187032e-05,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,mean_route_conflict_margin,30,0.0059875182879474,2.2496959272847628e-05,0.0059426753765291,0.0060304671505537,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,min_route_conflict_margin,30,3.614382084017352e-06,5.694155390619772e-07,2.5461213279007078e-06,4.732514157111363e-06,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,margin_preservation_rate,30,0.1015733333333333,0.0010997066832896,0.0993931666666667,0.1036668333333333,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,mean_reversal_margin,30,0.0467384808118979,0.0005841734669123,0.0455721082114934,0.0478189746479176,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,empty_arrival_clock_rate,30,0.3552133333333334,0.0006809009132317,0.3538464999999999,0.3565866666666666,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,multiarrival_clock_rate,30,0.26322,0.0006098313314954,0.2620133333333333,0.2643733333333333,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,arrival_assigned,Arrival-time assignment,mean_route_map_age,30,10.16436,0.0687690383419948,10.038045833333332,10.300358666666666,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,generated_mean_delay,30,14.97058823529412,0.0551040711425653,14.861757189542486,15.070975163398693,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,alignment_budget_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,structural_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,transfer_bound_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,transfer_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,regret_stability_slack_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,ranking_reversal_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,pairwise_sign_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,directed_choice_disagreement_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,complete_conflict_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,mean_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,min_structural_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,mean_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,min_route_conflict_margin,0,,,,,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,margin_preservation_rate,30,1.0,0.0,1.0,1.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,mean_reversal_margin,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,empty_arrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,multiarrival_clock_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
mixture_delay,Mixture delay,source_bound,Source-bound assignment,mean_route_map_age,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,generated_mean_delay,30,14.902045751633986,0.1889242876251344,14.538344281045749,15.284206699346404,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,alignment_budget_rate,30,0.2480882327850295,0.0023043586109974,0.2436658699178359,0.2523038978665366,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,structural_regret_rate,30,0.030269411935068,0.0004751468018375,0.029357573632411,0.0311212537470597,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,route_regret_rate,30,0.0,0.0,0.0,0.0,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,transfer_bound_rate,30,0.2480882327850295,0.0023043586109974,0.2435138469555725,0.2526679917202581,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,transfer_slack_rate,30,0.2178188208499615,0.001856919098748,0.2143999018528677,0.2215581889340388,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,regret_stability_slack_rate,30,0.2178188208499615,0.001856919098748,0.2142634649328313,0.221568271617883,2000,0.95,paper,True,route,,
state_coupled_delay,State-coupled delay,arrival_assigned,Arrival-time assignment,ranking_reversal_rate,30,0.6517533333333333,0.0037433611220962,0.6442574999999998,0.6586135000000001,2000,0.95,paper,True,route,,
