figure_id,panel_id,mechanism_id,mechanism_display_name,delay_threshold,metric_id,n_seeds,estimate,se,ci_lower,ci_upper,bootstrap_repetitions,ci_level,run_tier,paper_result
fig_exp1_delay_verification,A,exact_valid_shift,Exact-cardinal-valid shift,98,delay_survival_probability,30,0.0002,4.179864156622329e-05,0.0001266666666666667,0.00028016666666666576,2000,0.95,full,False
fig_exp1_delay_verification,A,exact_valid_shift,Exact-cardinal-valid shift,99,delay_survival_probability,30,9.333333333333334e-05,2.4882867361351375e-05,4.666666666666667e-05,0.00014,2000,0.95,full,False
fig_exp1_delay_verification,A,exact_valid_shift,Exact-cardinal-valid shift,100,delay_survival_probability,30,0.0,0.0,0.0,0.0,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,0,delay_survival_probability,30,0.9388400000000001,0.0006798512345722587,0.9375331666666665,0.9400936666666669,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,1,delay_survival_probability,30,0.8819599999999999,0.0008782636998286917,0.8802933333333333,0.8836599999999997,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,2,delay_survival_probability,30,0.8277866666666667,0.000945354441020451,0.8260064999999999,0.8296134999999999,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,3,delay_survival_probability,30,0.7764333333333333,0.0009648099489266766,0.774573,0.7783135,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,4,delay_survival_probability,30,0.7286400000000001,0.0011193758523617412,0.7262865,0.7307070000000002,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,5,delay_survival_probability,30,0.6827333333333334,0.0012516227015251758,0.6801864999999999,0.6851801666666667,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,6,delay_survival_probability,30,0.6409333333333334,0.0012325222558279049,0.6386266666666668,0.6433401666666666,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,7,delay_survival_probability,30,0.6006133333333334,0.001183563034205908,0.5982531666666667,0.6027335,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,8,delay_survival_probability,30,0.5635333333333334,0.0011441538893896051,0.5613054999999999,0.5656603333333332,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,9,delay_survival_probability,30,0.52848,0.0011122969916803475,0.5262133333333334,0.5306133333333333,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,10,delay_survival_probability,30,0.49485333333333337,0.0011279085857363524,0.4926596666666666,0.4969801666666668,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,11,delay_survival_probability,30,0.46352,0.0011675143061960372,0.46119283333333333,0.46564683333333334,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,12,delay_survival_probability,30,0.43468,0.0012944656732839016,0.4321064999999999,0.43718700000000005,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,13,delay_survival_probability,30,0.4072533333333333,0.0011999208147564673,0.4048333333333333,0.4095533333333333,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,14,delay_survival_probability,30,0.38244666666666666,0.001128224455264084,0.38034633333333323,0.3847268333333333,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,15,delay_survival_probability,30,0.35831999999999997,0.001132370111299975,0.3560993333333334,0.3604536666666666,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,16,delay_survival_probability,30,0.33623333333333333,0.001183141477080942,0.33389316666666663,0.338587,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,17,delay_survival_probability,30,0.3148333333333333,0.0011140103936176358,0.3126263333333333,0.3170001666666667,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,18,delay_survival_probability,30,0.29552666666666666,0.0011657362463990664,0.2933733333333333,0.29772016666666673,2000,0.95,full,False
