route_id,route_label_rate,attribution_proxy_noise_sd,shared_seed_count,population_action_gap_defect_mean,population_action_gap_defect_sd,population_action_gap_defect_mcse,population_action_gap_defect_ci_lower,population_action_gap_defect_ci_upper,route_optimal_set_conflict_rate_mean,route_optimal_set_conflict_rate_sd,route_optimal_set_conflict_rate_mcse,route_optimal_set_conflict_rate_ci_lower,route_optimal_set_conflict_rate_ci_upper,pairwise_gap_sign_disagreement_rate_mean,pairwise_gap_sign_disagreement_rate_sd,pairwise_gap_sign_disagreement_rate_mcse,pairwise_gap_sign_disagreement_rate_ci_lower,pairwise_gap_sign_disagreement_rate_ci_upper,margin_certificate_rate_mean,margin_certificate_rate_sd,margin_certificate_rate_mcse,margin_certificate_rate_ci_lower,margin_certificate_rate_ci_upper,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication,panel,audit_design_id,audit_evidence_rate,bias,bias_mcse,rmse,rmse_mcse,rmse_mcse_method,sd,mae,monte_carlo_replications,estimability_rate,mean_labelled_sample_size,mean_effective_sample_size,mean_effective_to_labelled_ratio,mean_effective_to_population_ratio,mean_weight_min,mean_weight_median,mean_weight_p95,mean_weight_max,mean_weight_cv,mean_lower_clip_fraction,mean_upper_clip_fraction,mean_minimum_inclusion_probability,mean_maximum_inclusion_probability
proxy_label,0.0,0.0,100.0,0.0823879284856211,0.0039101774085121,0.0003910177408512,0.0816147305295599,0.0831390929595095,0.0232273684210526,0.0036880581412425,0.0003688058141242,0.022522,0.0239263684210526,0.0256283040935672,0.0009934490709351,9.934490709351735e-05,0.0254335403508772,0.0258239169590643,0.9032378947368422,0.0074095777750678,0.0007409577775067,0.9017847894736843,0.9047116842105264,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.0,0.1,100.0,0.0829183654539838,0.0039627844577391,0.0003962784457739,0.0821785730319675,0.083693999004457,0.023418947368421,0.0037151576361961,0.0003715157636196,0.0226862631578947,0.0241768421052631,0.0263988771929824,0.001015444332588,0.0001015444332588,0.0261986842105263,0.0266028105263157,0.9026357894736842,0.0077862533395196,0.0007786253339519,0.9011342631578944,0.9041538421052632,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.0,0.25,100.0,0.085976536459264,0.0040956003461479,0.0004095600346147,0.0851952285195192,0.0867442545246126,0.0249284210526315,0.0038684076352264,0.0003868407635226,0.0241452631578947,0.0256358421052631,0.0301271111111111,0.0012889227962583,0.0001288922796258,0.0298697918128655,0.0303703274853801,0.8990231578947367,0.0079903419694757,0.0007990341969475,0.8974355789473684,0.9006108421052633,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.0,1.0,100.0,0.1505236868380699,0.005707652307756,0.0005707652307756,0.1494433582734528,0.1516208579039946,0.064178947368421,0.0054588089700961,0.0005458808970096,0.0631176842105263,0.0653158421052631,0.0673558830409356,0.0040885438003449,0.0004088543800344,0.0665707812865497,0.0681862690058479,0.8282505263157894,0.0077519214945389,0.0007751921494538,0.8267765789473686,0.8297032631578948,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,0.0,100.0,0.0615143391011477,0.0031691123023432,0.0003169112302343,0.0608783289648731,0.0621160000426473,0.0176105263157894,0.0030011609718094,0.0003001160971809,0.0170210526315789,0.0182043157894736,0.0205421286549707,0.000982520559674,9.82520559674082e-05,0.0203543192982456,0.0207390970760233,0.931364210526316,0.005627494233279,0.0005627494233279,0.9302313684210526,0.932480105263158,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,0.1,100.0,0.0619516635745937,0.0031949877539075,0.0003194987753907,0.0613240741565893,0.0625790798990013,0.0178863157894736,0.0030614980586158,0.0003061498058615,0.0172841578947368,0.0184863157894736,0.021146432748538,0.0009869902322304,9.869902322304116e-05,0.0209647812865497,0.0213435754385964,0.9306715789473682,0.0057468885689622,0.0005746888568962,0.9295493684210526,0.931777,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,0.25,100.0,0.0644520981012076,0.0033205801128405,0.000332058011284,0.0638330403817295,0.0650980436262243,0.019178947368421,0.0031018236657558,0.0003101823665755,0.0185872631578947,0.0197852631578947,0.0240730760233918,0.0012541234189047,0.0001254123418904,0.0238327918128654,0.0243246900584795,0.9279852631578948,0.0058807653215095,0.0005880765321509,0.926827210526316,0.9291642631578948,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.3,1.0,100.0,0.1147174155896689,0.0051221042243107,0.000512210422431,0.1137600888132922,0.1156635788493979,0.0478863157894736,0.0041584681870248,0.0004158468187024,0.047100947368421,0.0486611052631579,0.0541300584795321,0.0037503186181029,0.0003750318618102,0.0533781111111111,0.0548524409356725,0.8775894736842105,0.0070688633860004,0.0007068863386,0.8761511052631579,0.8789036842105262,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.7,0.0,100.0,0.0276173119027409,0.0020719082865985,0.0002071908286598,0.0272056119036129,0.0280128845583566,0.0067178947368421,0.0015580312309991,0.0001558031230999,0.0064231578947368,0.0070210526315789,0.0110558596491228,0.0008688567781486,8.68856778148617e-05,0.010888416374269,0.0112206900584795,0.9726673684210526,0.0032320972038266,0.0003232097203826,0.9720525789473684,0.9732842105263156,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
proxy_label,0.7,0.1,100.0,0.0278536667121112,0.0020637275187171,0.0002063727518717,0.0274525296162535,0.0282431153605278,0.0068757894736842,0.0015465309642706,0.000154653096427,0.0065705263157894,0.0072044736842105,0.0113705730994152,0.0008767518251133,8.767518251133394e-05,0.0112033415204678,0.0115464666666666,0.972277894736842,0.0032589714360184,0.0003258971436018,0.9716357894736842,0.9729053157894738,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_a_route_alignment,primary,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate,a_route_alignment,,,,,,,,,,,,,,,,,,,,,,,,
