control_id,pre_mean_abs_pearson,post_mean_abs_pearson,pre_mean_abs_spearman,post_mean_abs_spearman,mean_difference_in_pair_marginal_mean,mean_difference_in_pair_marginal_sd,permutation_hash_count,status,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
blocked_correspondence_destroyed,0.988425426147875,0.0570053781547287,0.9738822224218042,0.0572643103867506,9.539480611180204e-18,1.2911535266872204e-17,1000,PASS,full_20260806T021401Z_5627f17b,full,False,exp4_controlled_route_audit,module_c_calibration_controls,diagnostic,889bc77120cd52de73c2d0659d1575aaa395196e,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,52e2ca0be113392807336020532d3996823a4d02465ecae60b1fa37dcbffdd9c,c418ceaf99072b87f00aac0070d20925fe3c9f0eefd10dde8e2736e2c993ddf0,exp4_controlled_route_audit_v2,aggregate
