control_id,pre_mean_abs_pearson,post_mean_abs_pearson,pre_mean_abs_spearman,post_mean_abs_spearman,mean_difference_in_pair_marginal_mean,mean_difference_in_pair_marginal_sd,permutation_hash_count,status,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
blocked_correspondence_destroyed,0.988425426147875,0.0570053781547287,0.9738822224218042,0.0572643103867506,9.539480611180204e-18,1.2911535266872204e-17,1000,PASS,full_20260807T045219Z_7eeb2a31,full,False,exp4_controlled_route_audit,module_c_calibration_controls,diagnostic,7915d9f10d3f70094c057f75655f791b44f9997c,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,1b265647b85ce479a9571526f7d30430e6fe18afac75d069195d3368c75f2965,805a7fc583bb99acdf6f15864a33f0c96033d74e87dbf8fb4601ef6b19d69c2a,exp4_controlled_route_audit_v2,aggregate
