delay_condition,n_arrival_messages,mean_delay_hours,sd_delay_hours,p05_delay_hours,p50_delay_hours,p95_delay_hours,delay_history_action_signal_correlation,carrier_missing_rate,arrival_mechanism,carrier_rule
independent_matched_delay_pool,5945952,8.000342080195438,1.1549362318548926,6.200182097222222,7.99967,9.800650402777778,-0.0005509356040604163,0.0,stable_hash_assignment_independent_of_history_action_signal,most_recent_same_user_standard_exposure_at_or_before_arrival
action_value_coupled_matched_delay_pool,5945952,8.001458106958266,1.154980441712023,6.200518638888888,8.000452222222222,9.800788055555556,0.9290997405340744,0.0,history_action_signal_rank_assignment,most_recent_same_user_standard_exposure_at_or_before_arrival
