delay_state_coupling_beta,n_seeds,n_rows,mean_delay_mean,mean_delay_se,mean_delay_ci_low,mean_delay_ci_high,pending_at_horizon_mean,pending_at_horizon_se,pending_at_horizon_ci_low,pending_at_horizon_ci_high,pending_fraction_mean,pending_fraction_se,pending_fraction_ci_low,pending_fraction_ci_high,source_state_mismatch_mean,source_state_mismatch_se,source_state_mismatch_ci_low,source_state_mismatch_ci_high,ranking_reversal_rate_mean,ranking_reversal_rate_se,ranking_reversal_rate_ci_low,ranking_reversal_rate_ci_high,source_binding_advantage_mean,source_binding_advantage_se,source_binding_advantage_ci_low,source_binding_advantage_ci_high,ci_level,uncertainty_unit,n_bootstrap
0.0,3,3,2.0,0.0,,,2.3333333333333335,0.33333333333333337,,,0.00046666666666666666,6.666666666666664e-05,,,0.1815830548299823,0.0013854848959354053,,,0.064229867785951,0.0014029410924457297,,,0.297493124011687,0.007259290734455195,,,,fast_preview_point_estimate_only,0
0.25,3,3,2.0,0.0,,,3.0,0.5773502691896258,,,0.0006,0.00011547005383792517,,,0.2070454491236661,0.0013962243267185328,,,0.08451723251282857,0.0006677909231202637,,,0.31239678362858775,0.0011287052631802253,,,,fast_preview_point_estimate_only,0
0.5,3,3,2.0,0.0,,,3.3333333333333335,0.33333333333333337,,,0.0006666666666666666,6.66666666666667e-05,,,0.23438642716349578,0.0020293233170618607,,,0.10640435502294167,0.0009872987593936389,,,0.30951179723523176,0.011571864687589263,,,,fast_preview_point_estimate_only,0
1.0,3,3,2.0,0.0,,,4.0,0.5773502691896258,,,0.0007999999999999999,0.00011547005383792518,,,0.28945120910455363,0.002545738044172998,,,0.15018669993961542,0.0005037733846826377,,,0.29283016709167314,0.02364383731770318,,,,fast_preview_point_estimate_only,0
1.5,3,3,2.0,0.0,,,6.333333333333333,0.33333333333333337,,,0.0012666666666666666,6.66666666666667e-05,,,0.30871296539463666,0.0028332059057492383,,,0.1656763735683033,0.0012152129988311242,,,0.3365282826917239,0.013091355705576482,,,,fast_preview_point_estimate_only,0
2.0,3,3,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.32903735058188355,0.01344743928282742,,,,fast_preview_point_estimate_only,0
3.0,3,3,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.3100910129413545,0.003928788893205756,,,0.1660659458016286,0.0018144810064168097,,,0.3333317399952563,0.012949746775751987,,,,fast_preview_point_estimate_only,0
