figure_id,panel_id,experiment_id,subexperiment_id,setting_id,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,metric_id,metric_formula_id,x_id,x_value,x_display_label,y_value,ci_lower,ci_upper,ci_level,uncertainty_unit,n_seeds,n_bootstrap,n_events,n_users,filter_id,filter_description,run_mode,paper_result,notes
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_0.00,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,0.0,Delay-state coupling beta,0.0635604655417628,0.06304634028913,0.0640875846743881,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_0.25,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,0.25,Delay-state coupling beta,0.0848408064569398,0.0844005234096111,0.0853177205365306,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_0.50,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,0.5,Delay-state coupling beta,0.1068831926733465,0.1063579100572706,0.1074042456485201,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_1.00,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,1.0,Delay-state coupling beta,0.1516883224400647,0.1509855902030836,0.1524080976756521,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_1.50,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,1.5,Delay-state coupling beta,0.166445328442415,0.1658454689365716,0.1671050352930202,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_2.00,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,2.0,Delay-state coupling beta,0.1666811073045147,0.1661237307145728,0.1672819182093642,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,a,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_3.00,arrival_time_naive,Arrival time,arrival_time,none,False,True,ranking_reversal_rate,source_arrival_ranking_reversal,delay_state_coupling_beta,3.0,Delay-state coupling beta,0.1668668637604902,0.166253970270102,0.1674998356855829,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_0.00,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,0.0,Delay-state coupling beta,0.304664365102318,0.2977813467205257,0.3109603723474796,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_0.25,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,0.25,Delay-state coupling beta,0.2965856588571514,0.2895407905060274,0.3039216604112009,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_0.50,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,0.5,Delay-state coupling beta,0.3010005247388566,0.2932584902997609,0.3079754792761484,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_1.00,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,1.0,Delay-state coupling beta,0.3153929387930099,0.3085796548168894,0.3213784567467526,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_1.50,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,1.5,Delay-state coupling beta,0.3286345225428134,0.3201028671223013,0.3363652826854847,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_2.00,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,2.0,Delay-state coupling beta,0.3250195796268707,0.3174313767643999,0.3329616496233578,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
fig_app_exp4_delay_state_coupling,b,exp4_recoverability_boundary,delay_state_coupling_diagnostic,beta_3.00,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,source_binding_advantage,arrival_time_regret_minus_source_labelled_reference_regret,delay_state_coupling_beta,3.0,Delay-state coupling beta,0.3327382838767205,0.3269370205485547,0.3392109993921996,0.95,shared_simulation_seed_percentile_bootstrap,30,2000,,,primary_setting_beta_200,controlled structural_high setting with beta=2.00,full,True,"Positive values favour source binding. The source-binding advantage is positive across the tested coupling settings, but is not claimed to increase monotonically with beta. beta = 0 denotes no additional delay-state association. It does not imply zero delay or zero source-arrival mismatch."
