experiment_id,delay_setting,delay_family,setting_role,policy_dependent_delay,regime,method,n_seeds,mean_final_Rc,se_final_Rc,ci95_low,ci95_high,mean_delay,trace_observed_mean_delay,arrival_rate
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,delayed_exp3,30,7586.580146684475,112.02747892542828,7367.006287990635,7806.154005378315,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,delayed_ucb,30,4477.557457455743,85.93759370366259,4309.119773796565,4645.995141114921,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,naive,30,4226.337356987286,151.33771127172454,3929.7154428947056,4522.959271079866,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,naive_ewma,30,4368.87817219269,107.8434857216036,4157.504940178347,4580.2514042070325,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,oracle,30,0.0,0.0,0.0,0.0,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,proxy,30,2511.704058216172,78.42878370409649,2357.983642156143,2665.424474276201,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,mixture_labelled,sliding_window_W250,30,6993.625672628916,110.61425660210465,6776.821729688791,7210.429615569041,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,anonymous_delayed,30,7712.825272727313,120.65176931022515,7476.347804879271,7949.302740575355,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,causal_em,30,5365.021584162674,240.69237323221935,4893.264532627524,5836.778635697824,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,causal_em_misspecified,30,5412.852147132432,231.00149911535226,4960.089208866341,5865.615085398523,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,causal_labeled,30,7695.555559269645,116.9098283818807,7466.412295641158,7924.698822898131,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,delayed_exp3,30,7634.855733151024,120.58814084106923,7398.502977102528,7871.208489199519,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,delayed_ucb,30,4482.6775473562675,94.97622748309372,4296.5241414894035,4668.8309532231315,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,naive,30,4167.576519013968,131.43213514536106,3909.969534129061,4425.183503898876,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,naive_ewma,30,4494.5762664645845,121.91883358527981,4255.615352637436,4733.5371802917325,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,oracle,30,0.0,0.0,0.0,0.0,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,proxy,30,5381.220113173321,271.15788231847245,4849.750663829115,5912.689562517527,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,mixture_matched_15,mixture,matched_primary,False,unlabelled,sliding_window_W250,30,6979.527973765945,104.12313320866633,6775.446632676959,7183.609314854931,15.004346825333016,15.004346825333016,0.9770799999999998
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,anonymous_delayed,30,7723.38724617145,119.38863207497798,7489.385527304493,7957.388965038407,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,causal_em,30,1740.420000383322,43.2003034496511,1655.747405622006,1825.0925951446382,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,causal_em_misspecified,30,1716.1551624940173,40.19734650596618,1637.3683633423236,1794.941961645711,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,causal_labeled,30,1745.12417444045,36.56005507342739,1673.4664664965321,1816.7818823843677,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,delayed_exp3,30,7627.849292910244,121.22707301296123,7390.24422980484,7865.454356015648,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,delayed_ucb,30,5202.2031602532,126.0604397818261,4955.124698280821,5449.281622225579,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,naive,30,4871.314668275285,133.72557571634732,4609.212539871244,5133.416796679326,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,naive_ewma,30,5012.41206924413,123.20424545306433,4770.931748156124,5253.8923903321365,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,oracle,30,0.0,0.0,0.0,0.0,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,proxy,30,1838.4690666835616,43.953482136362254,1752.3202416962915,1924.6178916708316,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,labelled,sliding_window_W250,30,7091.887434317176,112.28199728847328,6871.814719631768,7311.960149002583,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,anonymous_delayed,30,7762.043188029522,112.88100377825964,7540.796420624133,7983.289955434911,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,causal_em,30,2651.612193596386,77.1848138305094,2500.3299584885876,2802.8944287041845,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,causal_em_misspecified,30,2535.914370874247,75.04568127433707,2388.8248355765463,2683.003906171948,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,causal_labeled,30,2819.6421417020774,67.9171291872904,2686.524568494988,2952.7597149091666,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,delayed_exp3,30,7638.276981956267,116.85445145622165,7409.2422571020725,7867.311706810462,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,delayed_ucb,30,5045.7402764000535,110.13041818294069,4829.88465676149,5261.595896038617,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,naive,30,4740.128885935677,158.3417858951838,4429.778985581117,5050.478786290238,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,naive_ewma,30,4801.348312752413,154.54771569962045,4498.434789981157,5104.261835523669,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,oracle,30,0.0,0.0,0.0,0.0,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,proxy,30,2692.952994884836,69.77074032979131,2556.202343838445,2829.7036459312267,15.00011307013695,15.00011307013695,0.9421733333333334
