audit_design_id,audit_evidence_rate,mean_labelled_sample_size,mean_effective_sample_size,mean_effective_to_labelled_ratio,mean_effective_to_population_ratio,mean_weight_min,mean_weight_median,mean_weight_p95,mean_weight_max,mean_weight_cv,mean_lower_clip_fraction,mean_upper_clip_fraction,mean_minimum_inclusion_probability,mean_maximum_inclusion_probability,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
ambiguity_selective_ipw,0.1,189.7,109.09719010445,0.5749470081033367,0.0574195737391842,1.0549993047558872,7.485863612906374,20.0,20.0,0.8624001045419109,0.7771052631578947,0.009315789473684211,0.05,0.9480180983301277,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
ambiguity_selective_ipw,0.3,567.6,360.8998075227898,0.635922203911792,0.1899472671172578,1.0526315789473684,2.862067288829191,8.638532058586478,17.647626666762285,0.7578683318856432,0.00668421052631579,0.04294736842105264,0.05,0.95,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
ambiguity_selective_ipw,0.5,948.4,768.5653849116289,0.8103839034395683,0.40450809732190995,1.0526315789473684,1.843587805642666,3.9862589978480685,8.987974946045854,0.483643496320384,0.0006315789473684211,0.052000000000000005,0.05681612942286053,0.95,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
ambiguity_selective_unweighted,0.1,189.7,189.7,1.0,0.0998421052631579,1.0,1.0,1.0,1.0,0.0,0.7771052631578947,0.009315789473684211,0.05,0.9480180983301277,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
ambiguity_selective_unweighted,0.3,567.6,567.6,1.0,0.29873684210526313,1.0,1.0,1.0,1.0,0.0,0.00668421052631579,0.04294736842105264,0.05,0.95,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
ambiguity_selective_unweighted,0.5,948.4,948.4,1.0,0.4991578947368421,1.0,1.0,1.0,1.0,0.0,0.0006315789473684211,0.052000000000000005,0.05681612942286053,0.95,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
full_population,1.0,1900.0,1900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
mcar_unweighted,0.1,184.1,184.1,1.0,0.09689473684210527,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
mcar_unweighted,0.3,563.0,563.0,1.0,0.2963157894736842,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
mcar_unweighted,0.5,936.6,936.6,1.0,0.49294736842105263,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_b_audit_reliability,primary,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
