seed,delay_state_coupling_beta,arrival_time_naive,source_labelled_reference,mean_delay,pending_at_horizon,pending_fraction,source_state_mismatch,ranking_reversal_rate,source_binding_advantage
7,0.25,0.5943012093170227,0.2788309345899175,2.0,3,0.0006,0.1976929499827615,0.0828497098258955,0.3154702747271052
7,0.5,0.5831675529124479,0.2848816871624256,2.0,3,0.0006,0.2308547015281555,0.1072643586151691,0.2982858657500223
7,1.0,0.5979410999881475,0.278494755461136,2.0,5,0.001,0.2872238445534873,0.1529529529529529,0.3194463445270115
7,1.5,0.5987708551065645,0.2737452080361436,2.0,6,0.0012,0.3032958950926694,0.1668001601922306,0.32502564707042086
7,2.0,0.6367791411499754,0.2745172929854526,2.0,5,0.001,0.3020296558029248,0.1669669669669669,0.3622618481645228
7,3.0,0.6330098723693438,0.2801297465887605,2.0,5,0.001,0.3064171182998109,0.1687687687687687,0.3528801257805833
8,0.0,0.5680181468734168,0.2878011719081115,2.0,2,0.0004,0.1713650371282565,0.0630252100840336,0.2802169749653053
8,0.25,0.5933171329887831,0.2920462613859202,2.0,2,0.0004,0.1953134300516095,0.0832332933173269,0.30127087160286287
8,0.5,0.548200178666805,0.2820111256708726,2.0,2,0.0004,0.2192796974746206,0.1040416166466586,0.26618905299593243
8,1.0,0.5826893484467752,0.2765855284661244,2.0,5,0.001,0.2764852539027791,0.1527527527527527,0.30610381998065084
8,1.5,0.6094827932731822,0.2715268874340097,2.0,6,0.0012,0.2919455628059412,0.1659991990388466,0.3379559058391725
8,2.0,0.5769059834061363,0.2723218629495533,2.0,6,0.0012,0.2930156722840949,0.1682018422106528,0.304584120456583
