subexperiment_id,setting_id,delay_state_coupling_beta,notes,experiment_id,seed,source_label_rate_q,proxy_noise_sigma,causal_regret_per_round,causal_regret_all_rounds,final_causal_regret,n_eval_rounds,labelled_arrivals,anonymous_arrivals,total_arrivals,labelled_arrival_fraction,min_label_arrival_gap,wrong_assignment_rate,proxy_state_error_per_round,proxy_ranking_reversal_rate,absolute_proxy_distortion_per_round,context_misclassification_rate,action_trace_sha256,proxy_observation_interface,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,mean_delay,pending_at_horizon,pending_fraction,source_state_mismatch,ranking_reversal_rate
delay_state_coupling_diagnostic,beta_1.00,1.0,,exp4_recoverability_boundary,0,1.0,0.25,0.2728693830414813,0.2865836380531522,1432.918190265761,4750,4996,0,4996,1.0,1.0,0.0,,,,0.3966,bd5e96bf9574c21660699e250dcc1fe0f7e107c04d1114f2a4322b587152af91,simulator_emitted,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,2.0,4,0.0008,0.2916734801358092,0.1501200960768615
delay_state_coupling_diagnostic,beta_1.50,1.5,,exp4_recoverability_boundary,0,0.0,0.25,0.5740448298215433,0.5763199036114979,2881.5995180574896,4750,0,0,4993,0.0,,0.8179451231724414,,,,0.3966,8f440b56a6b263e6af291b339e5be35f8720f407fd76212e2ff9a010cc0b8c49,simulator_emitted,arrival_time_naive,Arrival time,arrival_time,none,False,True,2.0,7,0.0014,0.3063625052584935,0.1634288003204486
delay_state_coupling_diagnostic,beta_1.50,1.5,,exp4_recoverability_boundary,0,0.0,0.25,0.4980069107765475,0.5041158940588474,2520.5794702942367,4750,0,0,4993,0.0,,0.0,,,,0.3966,c4b0676f092954244983c6bbe5a234474b9cd67ca2b38eec861b61a653d5a17d,simulator_emitted,observable_history_surrogate,Observable history surrogate,observable_history_proxy,none,False,True,2.0,7,0.0014,0.3063625052584935,0.1634288003204486
delay_state_coupling_diagnostic,beta_1.50,1.5,,exp4_recoverability_boundary,0,0.0,0.25,0.5278351971522571,0.5322267988547569,2661.1339942737845,4750,0,4993,4993,0.0,,0.0,0.3937356254492087,0.3966,0.0924099468738912,0.3966,d4400210c6dc272c5b5d63e928cfd0c597ea4e5f16f3a6adb81ed23d44434d35,simulator_emitted,proxy_label_recovery,Proxy label recovery,partial_attribution_proxy,none,False,True,2.0,7,0.0014,0.3063625052584935,0.1634288003204486
delay_state_coupling_diagnostic,beta_1.50,1.5,,exp4_recoverability_boundary,0,1.0,0.25,0.2636991852920163,0.2777280757910675,1388.6403789553378,4750,4993,0,4993,1.0,1.0,0.0,,,,0.3966,5ec27e2b1ded486d9dbcb714dbd7f469ab6630e5c79d71520936cd08ba9c4091,simulator_emitted,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,2.0,7,0.0014,0.3063625052584935,0.1634288003204486
delay_state_coupling_diagnostic,beta_2.00,2.0,,exp4_recoverability_boundary,0,0.0,0.25,0.6171802271226542,0.6172605213673363,3086.3026068366817,4750,0,0,4994,0.0,,0.8490188225871045,,,,0.3966,6d19f59bb8cebcb012f3d7a04fec09153f0ee265d5f9776251119be17d5faff8,simulator_emitted,arrival_time_naive,Arrival time,arrival_time,none,False,True,2.0,6,0.0012,0.3099647131019238,0.1643972767320785
delay_state_coupling_diagnostic,beta_2.00,2.0,,exp4_recoverability_boundary,0,0.0,0.25,0.5511120634249129,0.5536366179548838,2768.183089774419,4750,0,0,4994,0.0,,0.0,,,,0.3966,e477fbc98d303c6735ff09024549384d4d373fb86822de2a51fff9ca948fb7c6,simulator_emitted,observable_history_surrogate,Observable history surrogate,observable_history_proxy,none,False,True,2.0,6,0.0012,0.3099647131019238,0.1643972767320785
delay_state_coupling_diagnostic,beta_2.00,2.0,,exp4_recoverability_boundary,0,0.0,0.25,0.5342527872983022,0.5385481111416979,2692.7405557084894,4750,0,4994,4994,0.0,,0.0,0.3937356254492087,0.3966,0.0924099468738912,0.3966,543917192e31557fbaffd0055789cad532117dc00c3295ef97a77d50eebdfb63,simulator_emitted,proxy_label_recovery,Proxy label recovery,partial_attribution_proxy,none,False,True,2.0,6,0.0012,0.3099647131019238,0.1643972767320785
delay_state_coupling_diagnostic,beta_2.00,2.0,,exp4_recoverability_boundary,0,1.0,0.25,0.2715466098115454,0.2851474888710318,1425.7374443551594,4750,4994,0,4994,1.0,1.0,0.0,,,,0.3966,66a933e0bde3eedc7a2f236dee4fcf5ee8db1c85790e69bb62a1e00638a3e569,simulator_emitted,source_labelled_reference,Source labelled reference,source_labelled,source_labelled_reference,False,False,2.0,6,0.0012,0.3099647131019238,0.1643972767320785
delay_state_coupling_diagnostic,beta_3.00,3.0,,exp4_recoverability_boundary,0,0.0,0.25,0.5822862762493566,0.5837493752779985,2918.7468763899924,4750,0,0,4994,0.0,,0.815979175010012,,,,0.3966,71099c8e04dc20227b2e8c9622fc0825cffc804f1061e7eb7c0804bfc7769742,simulator_emitted,arrival_time_naive,Arrival time,arrival_time,none,False,True,2.0,6,0.0012,0.3087553829117957,0.1635963155786944
