delay_state_coupling_beta,n_seeds,n_rows,mean_delay_mean,mean_delay_se,mean_delay_ci_low,mean_delay_ci_high,pending_at_horizon_mean,pending_at_horizon_se,pending_at_horizon_ci_low,pending_at_horizon_ci_high,pending_fraction_mean,pending_fraction_se,pending_fraction_ci_low,pending_fraction_ci_high,source_state_mismatch_mean,source_state_mismatch_se,source_state_mismatch_ci_low,source_state_mismatch_ci_high,ranking_reversal_rate_mean,ranking_reversal_rate_se,ranking_reversal_rate_ci_low,ranking_reversal_rate_ci_high,source_binding_advantage_mean,source_binding_advantage_se,source_binding_advantage_ci_low,source_binding_advantage_ci_high,ci_level,uncertainty_unit,n_bootstrap
0.0,30,30,2.0,0.0,2.0,2.0,2.1333333333333333,0.09264111117062016,1.9333333333333333,2.3,0.00042666666666666656,1.8528222234124027e-05,0.0003933333333333332,0.00045999999999999996,0.17770525124807804,0.0008914776018744883,0.17611675258173345,0.17938231660224235,0.06356046554176281,0.000269799454916931,0.06304603717859747,0.06410106177752267,0.30466436510231804,0.0033881860992086344,0.29778134672052575,0.3109603723474796,0.95,shared_simulation_seed_percentile_bootstrap,2000
0.25,30,30,2.0,0.0,2.0,2.0,2.8,0.11141720290623112,2.6,3.0,0.00056,2.2283440581246223e-05,0.0005199999999999998,0.0006066666666666666,0.20429324838277504,0.001058341043407074,0.2023630131422829,0.20642921995993127,0.08484080645693984,0.0002494669547686847,0.08436938701148372,0.08531396361069066,0.2965856588571514,0.003773597462675335,0.2895407905060274,0.30392166041120094,0.95,shared_simulation_seed_percentile_bootstrap,2000
0.5,30,30,2.0,0.0,2.0,2.0,3.2666666666666666,0.11678975444487853,3.033333333333333,3.4674999999999954,0.0006533333333333332,2.3357950888975707e-05,0.0006066666666666667,0.0006999999999999997,0.23184290582960243,0.0011152373955777123,0.22988286522193557,0.23409090862438875,0.10688319267334652,0.00027796820001115105,0.10633683942540272,0.10740572448204273,0.30100052473885663,0.003746420407123528,0.2932584902997609,0.30797547927614843,0.95,shared_simulation_seed_percentile_bootstrap,2000
1.0,30,30,2.0,0.0,2.0,2.0,4.666666666666667,0.11072730647165328,4.466666666666667,4.866666666666666,0.0009333333333333333,2.2145461294330657e-05,0.0008933333333333332,0.0009733333333333334,0.28739202515119366,0.001483393545884589,0.2845198516907804,0.2904773954798888,0.15168832244006478,0.00035369644693016353,0.151003872014852,0.15237267003119964,0.3153929387930099,0.0033864603854230203,0.3085796548168894,0.3213784567467526,0.95,shared_simulation_seed_percentile_bootstrap,2000
1.5,30,30,2.0,0.0,2.0,2.0,5.966666666666667,0.10152099984713352,5.766666666666667,6.166666666666667,0.0011933333333333334,2.0304199969426703e-05,0.0011533333333333333,0.001233333333333333,0.3054084628502713,0.0014752214171922043,0.3027372307595255,0.30849990224804336,0.16644532844241505,0.0003257596344333379,0.16581011823067862,0.16705395302902273,0.32863452254281345,0.0041626710223593546,0.32010286712230135,0.3363652826854847,0.95,shared_simulation_seed_percentile_bootstrap,2000
2.0,30,30,2.0,0.0,2.0,2.0,5.633333333333334,0.11227361214762055,5.4,5.833333333333333,0.0011266666666666667,2.2454722429524106e-05,0.00108,0.001173333333333333,0.3057432572330691,0.0016884030082483271,0.30260766986922755,0.3091889126023622,0.1666811073045147,0.0003052590267960014,0.16609152772887903,0.16726067420072846,0.3250195796268707,0.00394684511987195,0.3174313767643999,0.3329616496233578,0.95,shared_simulation_seed_percentile_bootstrap,2000
3.0,30,30,2.0,0.0,2.0,2.0,5.4,0.11346172578623508,5.166666666666667,5.6,0.00108,2.2692345157247007e-05,0.0010333333333333334,0.00112,0.3062016064732401,0.0015559549953700932,0.3032463118440464,0.30931887586361345,0.16686686376049023,0.00033004661061454625,0.1662639221748616,0.16749091035904035,0.33273828387672055,0.003134742595841391,0.3269370205485547,0.3392109993921996,0.95,shared_simulation_seed_percentile_bootstrap,2000
