figure_id,panel_id,experiment_id,subexperiment_id,setting_id,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,metric_id,metric_formula_id,x_id,x_value,x_display_label,y_value,ci_lower,ci_upper,ci_level,uncertainty_unit,n_seeds,n_bootstrap,n_events,n_users,filter_id,filter_description,run_mode,paper_result,notes
fig_app_exp1_mismatch_diagnostics,panel_a,exp1_controlled_validity,source_binding_validity,zero_static,arrival_time_naive,Arrival time,arrival_time,none,False,True,abs_delta_attr_event_per_arrival,abs_delta_attr_event_per_arrival,delay_setting,0.0,Zero,0.0,0.0,0.0,0.95,shared_simulation_seed,3,2000,15000,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_b,exp1_controlled_validity,source_binding_validity,zero_static,arrival_time_naive,Arrival time,arrival_time,none,False,True,loss_map_mismatch_rate,loss_map_mismatch_rate,delay_setting,0.0,Zero,0.0,0.0,0.0,0.95,shared_simulation_seed,3,2000,15000,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_a,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,abs_delta_attr_event_per_arrival,abs_delta_attr_event_per_arrival,delay_setting,1.0,Aligned static 15,0.06024988545884569,0.05509862922099632,0.06793714476763625,0.95,shared_simulation_seed,3,2000,14955,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_b,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,loss_map_mismatch_rate,loss_map_mismatch_rate,delay_setting,1.0,Aligned static 15,0.0,0.0,0.0,0.95,shared_simulation_seed,3,2000,14955,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_a,exp1_controlled_validity,matched_mean_delay,geometric_matched_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,abs_delta_attr_event_per_arrival,abs_delta_attr_event_per_arrival,delay_setting,2.0,Geometric,1.0670214849599953,1.010925305238167,1.111804336111528,0.95,shared_simulation_seed,3,2000,14937,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_b,exp1_controlled_validity,matched_mean_delay,geometric_matched_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,loss_map_mismatch_rate,loss_map_mismatch_rate,delay_setting,2.0,Geometric,0.6355746177059379,0.5806192199437072,0.6728221597751908,0.95,shared_simulation_seed,3,2000,14937,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_a,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,abs_delta_attr_event_per_arrival,abs_delta_attr_event_per_arrival,delay_setting,3.0,Mixture,0.7797148344167776,0.7426863759714254,0.8400706395345349,0.95,shared_simulation_seed,3,2000,14646,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_b,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,loss_map_mismatch_rate,loss_map_mismatch_rate,delay_setting,3.0,Mixture,0.5538463970880184,0.5048067089384333,0.5863272428659413,0.95,shared_simulation_seed,3,2000,14646,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_a,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,abs_delta_attr_event_per_arrival,abs_delta_attr_event_per_arrival,delay_setting,4.0,State structural,0.8012390909697055,0.7189105148448899,0.9298620013206945,0.95,shared_simulation_seed,3,2000,14140,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
fig_app_exp1_mismatch_diagnostics,panel_b,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,arrival_time_naive,Arrival time,arrival_time,none,False,True,loss_map_mismatch_rate,loss_map_mismatch_rate,delay_setting,4.0,State structural,0.6292930957064539,0.5844352915673098,0.6566694630872483,0.95,shared_simulation_seed,3,2000,14140,0,labelled_arrival_time_diagnostic,Arrival-time diagnostic under full source labels.,fast,False,Diagnostic only; not a deployable-method ranking.
