seed,delay_setting,delay_path_id,policy_dependent_delay,observed_mean_delay,observed_count,calibration_target,calibration_metric,delay_cfg
15,proxy_bad_matched_15,shared_15_proxy_bad_matched_15,False,15.0,4711,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5210239893033233}"
15,action_structural_stress,policy_dependent_15_action_structural_stress,True,15.00021505376344,4650,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.4610403217601684, ""alpha"": [-1.322302631774516, -0.5825901072044639, 0.6331164085561413, 0.5636810381982733, 0.3286311056661056, 0.4234007397911673, 0.17390324887868053, -0.058511737854873055, 0.2860644410698821, -0.9138169873920877], ""u_len_seed"": 200015}"
16,zero_static,shared_16_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
16,aligned_static_delay_15,shared_16_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
16,geometric_matched_15,shared_16_geometric_matched_15,False,15.00020084354288,4979,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.060530583167616246}"
16,mixture_matched_15,shared_16_mixture_matched_15,False,15.010034814663117,4883,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.42777218820564267, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
16,state_structural_matched_15,shared_16_state_structural_matched_15,False,15.0,4634,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.898717995379527}"
16,proxy_good_matched_15,shared_16_proxy_good_matched_15,False,15.0,4634,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.898717995379527}"
16,proxy_bad_matched_15,shared_16_proxy_bad_matched_15,False,15.0,4634,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.898717995379527}"
16,action_structural_stress,policy_dependent_16_action_structural_stress,True,15.000218531468532,4576,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.5764699745474227, ""alpha"": [0.11482805354711023, -0.6996679907187808, -0.23232574151858093, -0.060023128932562196, -0.14722220176899908, -0.2723741246560115, -0.6164133931761847, 0.44596903420598727, -1.3641151959188478, -0.6446722834001908], ""u_len_seed"": 200016}"
17,zero_static,shared_17_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
17,aligned_static_delay_15,shared_17_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
17,geometric_matched_15,shared_17_geometric_matched_15,False,15.0,4981,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06261572105581129}"
17,mixture_matched_15,shared_17_mixture_matched_15,False,15.000821186614658,4871,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4562730239657423, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
17,state_structural_matched_15,shared_17_state_structural_matched_15,False,15.0,4692,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.7497608118748644}"
17,proxy_good_matched_15,shared_17_proxy_good_matched_15,False,15.0,4692,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.7497608118748644}"
17,proxy_bad_matched_15,shared_17_proxy_bad_matched_15,False,15.0,4692,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.7497608118748644}"
17,action_structural_stress,policy_dependent_17_action_structural_stress,True,15.000213903743315,4675,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.767083380188982, ""alpha"": [-0.42716382849832757, 0.023075404866502062, 0.049895862667297036, 0.2950907263199038, -0.8561492243312406, 0.6544922811998056, -0.22693912517161394, -0.574807135495212, 1.0098780901339481, 0.9357309886394616], ""u_len_seed"": 200017}"
18,zero_static,shared_18_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
18,aligned_static_delay_15,shared_18_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
18,geometric_matched_15,shared_18_geometric_matched_15,False,15.000200924251557,4977,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.0622817312249594}"
18,mixture_matched_15,shared_18_mixture_matched_15,False,15.002458009012699,4882,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.43761925875341745, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
18,state_structural_matched_15,shared_18_state_structural_matched_15,False,15.000209599664641,4771,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.6256038317985775}"
18,proxy_good_matched_15,shared_18_proxy_good_matched_15,False,15.000209599664641,4771,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.6256038317985775}"
18,proxy_bad_matched_15,shared_18_proxy_bad_matched_15,False,15.000209599664641,4771,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.6256038317985775}"
18,action_structural_stress,policy_dependent_18_action_structural_stress,True,15.0,4689,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.598658231498021, ""alpha"": [1.0271499329579736, -0.33772672499762363, -0.26156240593288305, -0.37141637246427855, 0.44807338934747093, 0.2534480602243022, -1.2761254403514541, 1.2413201675672219, 0.2784897228837143, -0.870356973663474], ""u_len_seed"": 200018}"
19,zero_static,shared_19_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
19,aligned_static_delay_15,shared_19_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
19,geometric_matched_15,shared_19_geometric_matched_15,False,15.0,4973,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.060963317412458834}"
19,mixture_matched_15,shared_19_mixture_matched_15,False,15.003474351113836,4893,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.45249880385057284, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
19,state_structural_matched_15,shared_19_state_structural_matched_15,False,15.000211505922167,4728,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.812023384801561}"
19,proxy_good_matched_15,shared_19_proxy_good_matched_15,False,15.000211505922167,4728,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.812023384801561}"
19,proxy_bad_matched_15,shared_19_proxy_bad_matched_15,False,15.000211505922167,4728,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.812023384801561}"
19,action_structural_stress,policy_dependent_19_action_structural_stress,True,15.0,4660,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.673874827935056, ""alpha"": [-0.2868695522622829, -0.10458158059097812, -0.684910892613373, 0.008112139195244596, -0.6892276323228088, 0.8469926595361889, 0.16139532241276347, 0.04449886571948409, -0.089198706086364, -0.9259166353198958], ""u_len_seed"": 200019}"
20,zero_static,shared_20_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
20,aligned_static_delay_15,shared_20_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
20,geometric_matched_15,shared_20_geometric_matched_15,False,15.0,4981,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06226577885336219}"
20,mixture_matched_15,shared_20_mixture_matched_15,False,15.00040975209998,4881,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.46484324462688265, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
20,state_structural_matched_15,shared_20_state_structural_matched_15,False,15.0,4749,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4002842561338387}"
20,proxy_good_matched_15,shared_20_proxy_good_matched_15,False,15.0,4749,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4002842561338387}"
20,proxy_bad_matched_15,shared_20_proxy_bad_matched_15,False,15.0,4749,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4002842561338387}"
20,action_structural_stress,policy_dependent_20_action_structural_stress,True,15.000212765957446,4700,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.436715074245601, ""alpha"": [-0.45518623216392395, 0.12284551264572421, 0.5862683562327632, 0.18544104190580435, 0.37976032393616893, 0.5868775873695505, -1.0230078163795022, -0.07550291798231601, -0.4529819687567771, 0.615784135823085], ""u_len_seed"": 200020}"
21,zero_static,shared_21_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
21,aligned_static_delay_15,shared_21_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
21,geometric_matched_15,shared_21_geometric_matched_15,False,15.000200924251557,4977,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06146484853599366}"
21,mixture_matched_15,shared_21_mixture_matched_15,False,15.005934110906487,4887,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.45212898586714767, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
21,state_structural_matched_15,shared_21_state_structural_matched_15,False,15.0,4742,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8051207432883913}"
21,proxy_good_matched_15,shared_21_proxy_good_matched_15,False,15.0,4742,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8051207432883913}"
21,proxy_bad_matched_15,shared_21_proxy_bad_matched_15,False,15.0,4742,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8051207432883913}"
21,action_structural_stress,policy_dependent_21_action_structural_stress,True,15.0,4709,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.7294440819941412, ""alpha"": [0.058142064175974145, -0.548470210475577, 0.9030758037661448, 0.014697402556479899, -0.6933410056789608, 0.4714054205386698, -0.09521339840955308, -0.3548654915769287, -0.20855255227532787, -0.1340504897345884], ""u_len_seed"": 200021}"
22,zero_static,shared_22_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
22,aligned_static_delay_15,shared_22_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
22,geometric_matched_15,shared_22_geometric_matched_15,False,15.0,4979,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06278509474248026}"
22,mixture_matched_15,shared_22_mixture_matched_15,False,15.003267306514193,4897,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.47387086555842106, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
22,state_structural_matched_15,shared_22_state_structural_matched_15,False,15.000210614995789,4748,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.268839503076787}"
22,proxy_good_matched_15,shared_22_proxy_good_matched_15,False,15.000210614995789,4748,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.268839503076787}"
22,proxy_bad_matched_15,shared_22_proxy_bad_matched_15,False,15.000210614995789,4748,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.268839503076787}"
22,action_structural_stress,policy_dependent_22_action_structural_stress,True,15.000212359311956,4709,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.281856270946095, ""alpha"": [0.02832703488701009, -0.3337158840723311, -0.13856664048352013, -0.7934561458985199, -0.06953454395909604, -0.32160407569960625, -0.028630571951400778, 0.0690032765515853, 0.9934865528560485, 0.7720455454865978], ""u_len_seed"": 200022}"
23,zero_static,shared_23_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
23,aligned_static_delay_15,shared_23_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
23,geometric_matched_15,shared_23_geometric_matched_15,False,15.0,4977,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06211129914791435}"
23,mixture_matched_15,shared_23_mixture_matched_15,False,15.001434132349928,4881,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4521937491670517, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
23,state_structural_matched_15,shared_23_state_structural_matched_15,False,15.0,4665,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.661853777989953}"
23,proxy_good_matched_15,shared_23_proxy_good_matched_15,False,15.0,4665,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.661853777989953}"
23,proxy_bad_matched_15,shared_23_proxy_bad_matched_15,False,15.0,4665,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.661853777989953}"
23,action_structural_stress,policy_dependent_23_action_structural_stress,True,15.000216637781628,4616,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.4835894116257204, ""alpha"": [-0.2140938376967418, -0.08567025363522063, -0.8199579348529769, -1.3410129784470766, 0.21863472433799438, -0.5623495438273616, 0.5714744184204888, -0.3340900863516268, 1.1299245063142602, 0.2529008011761731], ""u_len_seed"": 200023}"
24,zero_static,shared_24_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
24,aligned_static_delay_15,shared_24_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
24,geometric_matched_15,shared_24_geometric_matched_15,False,15.0,4974,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06098085542142819}"
24,mixture_matched_15,shared_24_mixture_matched_15,False,15.006340764982614,4889,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.43695196825249294, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
24,state_structural_matched_15,shared_24_state_structural_matched_15,False,15.0,4663,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8078217872619913}"
24,proxy_good_matched_15,shared_24_proxy_good_matched_15,False,15.0,4663,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8078217872619913}"
24,proxy_bad_matched_15,shared_24_proxy_bad_matched_15,False,15.0,4663,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8078217872619913}"
24,action_structural_stress,policy_dependent_24_action_structural_stress,True,15.00021408691929,4671,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.9344804310065262, ""alpha"": [0.6819563831081258, 0.9487166693553106, 0.36545308840533464, -0.08984876380072318, -0.2930846809361805, 0.13035512434909344, 0.305131710021846, -0.3662927085409094, 0.059236416702463504, -0.0007486366898287282], ""u_len_seed"": 200024}"
25,zero_static,shared_25_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
25,aligned_static_delay_15,shared_25_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
25,geometric_matched_15,shared_25_geometric_matched_15,False,15.000201045436269,4974,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.05970626648417924}"
25,mixture_matched_15,shared_25_mixture_matched_15,False,15.011049723756907,4887,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4319731734187756, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
25,state_structural_matched_15,shared_25_state_structural_matched_15,False,15.000210437710438,4752,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.370362015776501}"
25,proxy_good_matched_15,shared_25_proxy_good_matched_15,False,15.000210437710438,4752,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.370362015776501}"
25,proxy_bad_matched_15,shared_25_proxy_bad_matched_15,False,15.000210437710438,4752,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.370362015776501}"
25,action_structural_stress,policy_dependent_25_action_structural_stress,True,15.0,4688,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.5505740328669413, ""alpha"": [0.32231337349113826, -0.8707722635241895, -0.031679173280733164, 0.5240152932389353, -0.8365064939709999, 0.3872607965897121, 0.31279053949351526, 0.6703099114357104, 0.8971523889327478, 0.4121972929484443], ""u_len_seed"": 200025}"
26,zero_static,shared_26_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
26,aligned_static_delay_15,shared_26_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
26,geometric_matched_15,shared_26_geometric_matched_15,False,15.000200642054574,4984,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06172694619676324}"
26,mixture_matched_15,shared_26_mixture_matched_15,False,15.004299754299755,4884,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.452621897536267, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
26,state_structural_matched_15,shared_26_state_structural_matched_15,False,15.000214822771214,4655,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.1693708505623555}"
26,proxy_good_matched_15,shared_26_proxy_good_matched_15,False,15.000214822771214,4655,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.1693708505623555}"
26,proxy_bad_matched_15,shared_26_proxy_bad_matched_15,False,15.000214822771214,4655,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.1693708505623555}"
26,action_structural_stress,policy_dependent_26_action_structural_stress,True,15.0,4580,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -1.8529110955852417, ""alpha"": [-0.6254555464345439, -1.0855168355355027, 0.1924358134936169, -1.1106930781380437, 0.2799271144200311, -0.7442995035664648, -0.4001617767089632, -0.41733922327359957, 0.927096633353115, -0.3595968312990133], ""u_len_seed"": 200026}"
27,zero_static,shared_27_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
27,aligned_static_delay_15,shared_27_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
27,geometric_matched_15,shared_27_geometric_matched_15,False,15.0,4972,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.061830657992027103}"
27,mixture_matched_15,shared_27_mixture_matched_15,False,15.00430680885972,4876,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4574683499922495, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
27,state_structural_matched_15,shared_27_state_structural_matched_15,False,15.000212044105174,4716,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.7383210522196526}"
27,proxy_good_matched_15,shared_27_proxy_good_matched_15,False,15.000212044105174,4716,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.7383210522196526}"
27,proxy_bad_matched_15,shared_27_proxy_bad_matched_15,False,15.000212044105174,4716,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.7383210522196526}"
27,action_structural_stress,policy_dependent_27_action_structural_stress,True,15.00021510002151,4649,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.677158702281975, ""alpha"": [-0.7197182136747275, 0.871686059179926, -0.035123075901633945, -0.2776806667560209, -0.12372728921621186, 0.052851889996491715, 0.4587498454048119, -0.48785368893924846, 0.7660888742677052, -1.0851346560060993], ""u_len_seed"": 200027}"
28,zero_static,shared_28_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
28,aligned_static_delay_15,shared_28_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
28,geometric_matched_15,shared_28_geometric_matched_15,False,15.000200924251557,4977,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.062276920822409106}"
28,mixture_matched_15,shared_28_mixture_matched_15,False,15.009613417876867,4889,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4638431509061678, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
28,state_structural_matched_15,shared_28_state_structural_matched_15,False,15.0,4718,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.545044515963191}"
28,proxy_good_matched_15,shared_28_proxy_good_matched_15,False,15.0,4718,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.545044515963191}"
28,proxy_bad_matched_15,shared_28_proxy_bad_matched_15,False,15.0,4718,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.545044515963191}"
28,action_structural_stress,policy_dependent_28_action_structural_stress,True,15.00021404109589,4672,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.7136763241364212, ""alpha"": [0.5930917851078851, 0.8107805655200756, 0.49738949323895537, 0.7670383182215446, 0.5110236679618612, -0.49867458639313583, -0.32975074772580765, -0.22141778218860403, -0.295827864102823, -0.03050583064559353], ""u_len_seed"": 200028}"
29,zero_static,shared_29_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
29,aligned_static_delay_15,shared_29_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
29,geometric_matched_15,shared_29_geometric_matched_15,False,15.0,4976,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06133354089139407}"
29,mixture_matched_15,shared_29_mixture_matched_15,False,15.001227244835345,4889,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4492432251202356, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
29,state_structural_matched_15,shared_29_state_structural_matched_15,False,15.0,4745,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8955588502896745}"
29,proxy_good_matched_15,shared_29_proxy_good_matched_15,False,15.0,4745,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8955588502896745}"
29,proxy_bad_matched_15,shared_29_proxy_bad_matched_15,False,15.0,4745,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.8955588502896745}"
29,action_structural_stress,policy_dependent_29_action_structural_stress,True,15.00021177467175,4722,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.9362995482335865, ""alpha"": [0.17593584445629196, 0.293034080763802, -0.3156439314748728, -0.024781673949971484, -0.27909620249818246, 1.2873788208412715, 0.054009133070378065, -0.5310814223777912, 0.37861241484099156, -0.2365998618527448], ""u_len_seed"": 200029}"
