method_id,delay_state_coupling_beta,n_seeds,n_rows,causal_regret_per_round_mean,causal_regret_per_round_se,causal_regret_per_round_ci_low,causal_regret_per_round_ci_high,causal_regret_all_rounds_mean,causal_regret_all_rounds_se,causal_regret_all_rounds_ci_low,causal_regret_all_rounds_ci_high,final_causal_regret_mean,final_causal_regret_se,final_causal_regret_ci_low,final_causal_regret_ci_high,mean_delay_mean,mean_delay_se,mean_delay_ci_low,mean_delay_ci_high,pending_at_horizon_mean,pending_at_horizon_se,pending_at_horizon_ci_low,pending_at_horizon_ci_high,pending_fraction_mean,pending_fraction_se,pending_fraction_ci_low,pending_fraction_ci_high,source_state_mismatch_mean,source_state_mismatch_se,source_state_mismatch_ci_low,source_state_mismatch_ci_high,ranking_reversal_rate_mean,ranking_reversal_rate_se,ranking_reversal_rate_ci_low,ranking_reversal_rate_ci_high,wrong_assignment_rate_mean,wrong_assignment_rate_se,wrong_assignment_rate_ci_low,wrong_assignment_rate_ci_high,labelled_arrival_fraction_mean,labelled_arrival_fraction_se,labelled_arrival_fraction_ci_low,labelled_arrival_fraction_ci_high,ci_level,uncertainty_unit,n_bootstrap,proxy_state_error_per_round_mean,proxy_state_error_per_round_se,proxy_state_error_per_round_ci_low,proxy_state_error_per_round_ci_high,absolute_proxy_distortion_per_round_mean,absolute_proxy_distortion_per_round_se,absolute_proxy_distortion_per_round_ci_low,absolute_proxy_distortion_per_round_ci_high,proxy_ranking_reversal_rate_mean,proxy_ranking_reversal_rate_se,proxy_ranking_reversal_rate_ci_low,proxy_ranking_reversal_rate_ci_high
arrival_time_naive,0.0,3,3,0.581557148165906,0.012310633101158618,,,0.5837059627330192,0.011275565773996247,,,2918.529813665096,56.377828869981236,,,2.0,0.0,,,2.3333333333333335,0.33333333333333337,,,0.00046666666666666666,6.666666666666664e-05,,,0.1815830548299823,0.0013854848959354053,,,0.064229867785951,0.0014029410924457297,,,0.7875690200034385,0.01847795008759041,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
arrival_time_naive,0.25,3,3,0.5935529333544984,0.009941717804798526,,,0.5945476571435927,0.009118749845942126,,,2972.7382857179637,45.59374922971064,,,2.0,0.0,,,3.0,0.5773502691896258,,,0.0006,0.00011547005383792517,,,0.2070454491236661,0.0013962243267185328,,,0.08451723251282857,0.0006677909231202637,,,0.7950092792135758,0.010495700996296329,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
arrival_time_naive,0.5,3,3,0.5917941163891212,0.0062253322719576796,,,0.5930204799441735,0.0067575566475786605,,,2965.102399720868,33.78778323789319,,,2.0,0.0,,,3.3333333333333335,0.33333333333333337,,,0.0006666666666666666,6.66666666666667e-05,,,0.23438642716349578,0.0020293233170618607,,,0.10640435502294167,0.0009872987593936389,,,0.7948625460304205,0.0054624902069722574,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
arrival_time_naive,1.0,3,3,0.5758879542868428,0.029061518330297447,,,0.578034253210468,0.02713297212837559,,,2890.1712660523394,135.66486064187805,,,2.0,0.0,,,4.0,0.5773502691896258,,,0.0007999999999999999,0.00011547005383792518,,,0.28945120910455363,0.002545738044172998,,,0.15018669993961542,0.0005037733846826377,,,0.8006394660071948,0.022477765255531253,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
arrival_time_naive,1.5,3,3,0.6101409340315621,0.018310400469565474,,,0.6107924076282868,0.017386382777989907,,,3053.962038141434,86.93191388994948,,,2.0,0.0,,,6.333333333333333,0.33333333333333337,,,0.0012666666666666666,6.66666666666667e-05,,,0.30871296539463666,0.0028332059057492383,,,0.1656763735683033,0.0012152129988311242,,,0.842198501209663,0.012628924798085172,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
arrival_time_naive,2.0,3,3,0.605966464263815,0.009311677075773949,,,0.6069132121502906,0.009499825595230417,,,3034.566060751453,47.49912797615223,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.8432118542250701,0.003411928425879585,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
arrival_time_naive,3.0,3,3,0.6051397246318737,0.01265720045123306,,,0.6060452793442068,0.012563972224865399,,,3030.2263967210333,62.81986112432704,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.3100910129413545,0.003928788893205756,,,0.1660659458016286,0.0018144810064168097,,,0.8395407822720599,0.01217264063547822,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,0.0,3,3,0.5197760445042499,0.011164004267247465,,,0.5246727845460885,0.010066159037974006,,,2623.363922730442,50.33079518986993,,,2.0,0.0,,,2.3333333333333335,0.33333333333333337,,,0.00046666666666666666,6.666666666666664e-05,,,0.1815830548299823,0.0013854848959354053,,,0.064229867785951,0.0014029410924457297,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,0.25,3,3,0.543936350494033,0.010607571570683398,,,0.5478188408338158,0.009366530990564101,,,2739.0942041690796,46.832654952820654,,,2.0,0.0,,,3.0,0.5773502691896258,,,0.0006,0.00011547005383792517,,,0.2070454491236661,0.0013962243267185328,,,0.08451723251282857,0.0006677909231202637,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,0.5,3,3,0.5441924347859247,0.020497731120418458,,,0.5478462635259763,0.01937572250660023,,,2739.2313176298817,96.87861253300109,,,2.0,0.0,,,3.3333333333333335,0.33333333333333337,,,0.0006666666666666666,6.66666666666667e-05,,,0.23438642716349578,0.0020293233170618607,,,0.10640435502294167,0.0009872987593936389,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,1.0,3,3,0.5693359448688239,0.009258789913650074,,,0.5713287600273443,0.008576959977897527,,,2856.643800136722,42.884799889487596,,,2.0,0.0,,,4.0,0.5773502691896258,,,0.0007999999999999999,0.00011547005383792518,,,0.28945120910455363,0.002545738044172998,,,0.15018669993961542,0.0005037733846826377,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,1.5,3,3,0.5359753980010441,0.02451844913656763,,,0.53977790998289,0.02276331034549925,,,2698.8895499144496,113.81655172749623,,,2.0,0.0,,,6.333333333333333,0.33333333333333337,,,0.0012666666666666666,6.66666666666667e-05,,,0.30871296539463666,0.0028332059057492383,,,0.1656763735683033,0.0012152129988311242,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,2.0,3,3,0.5677863431160001,0.008873661111356547,,,0.5698516130899868,0.008389258805757058,,,2849.258065449934,41.94629402878533,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
observable_history_surrogate,3.0,3,3,0.5369850828110382,0.0283201941437828,,,0.5409617852215126,0.02661814342503801,,,2704.8089261075634,133.09071712519005,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.3100910129413545,0.003928788893205756,,,0.1660659458016286,0.0018144810064168097,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,,,,,,,,,,,,
proxy_label_recovery,0.0,3,3,0.5539317559150848,0.0021526243811361796,,,0.5560773668711806,0.00147409104634057,,,2780.386834355903,7.370455231702952,,,2.0,0.0,,,2.3333333333333335,0.33333333333333337,,,0.00046666666666666666,6.666666666666664e-05,,,0.1815830548299823,0.0013854848959354053,,,0.064229867785951,0.0014029410924457297,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,0.3963877552561883,0.0019060744104610252,,,0.0927380978611997,0.0009083933921204953,,,0.3964666666666667,0.005658425379712787,,
proxy_label_recovery,0.25,3,3,0.5347697160074573,0.005335760093055523,,,0.5384030216667673,0.0047155522674647244,,,2692.015108333837,23.577761337323636,,,2.0,0.0,,,3.0,0.5773502691896258,,,0.0006,0.00011547005383792517,,,0.2070454491236661,0.0013962243267185328,,,0.08451723251282857,0.0006677909231202637,,,0.0,0.0,,,0.0,0.0,,,,fast_preview_point_estimate_only,0,0.3963877552561883,0.0019060744104610252,,,0.0927380978611997,0.0009083933921204953,,,0.3964666666666667,0.005658425379712787,,
