source_label_rate_q,proxy_noise_sigma,n_seeds,n_rows,causal_regret_per_round_mean,causal_regret_per_round_se,causal_regret_per_round_ci_low,causal_regret_per_round_ci_high,causal_regret_all_rounds_mean,causal_regret_all_rounds_se,causal_regret_all_rounds_ci_low,causal_regret_all_rounds_ci_high,final_causal_regret_mean,final_causal_regret_se,final_causal_regret_ci_low,final_causal_regret_ci_high,proxy_state_error_per_round_mean,proxy_state_error_per_round_se,proxy_state_error_per_round_ci_low,proxy_state_error_per_round_ci_high,absolute_proxy_distortion_per_round_mean,absolute_proxy_distortion_per_round_se,absolute_proxy_distortion_per_round_ci_low,absolute_proxy_distortion_per_round_ci_high,proxy_ranking_reversal_rate_mean,proxy_ranking_reversal_rate_se,proxy_ranking_reversal_rate_ci_low,proxy_ranking_reversal_rate_ci_high,mean_delay_mean,mean_delay_se,mean_delay_ci_low,mean_delay_ci_high,pending_at_horizon_mean,pending_at_horizon_se,pending_at_horizon_ci_low,pending_at_horizon_ci_high,pending_fraction_mean,pending_fraction_se,pending_fraction_ci_low,pending_fraction_ci_high,source_state_mismatch_mean,source_state_mismatch_se,source_state_mismatch_ci_low,source_state_mismatch_ci_high,ranking_reversal_rate_mean,ranking_reversal_rate_se,ranking_reversal_rate_ci_low,ranking_reversal_rate_ci_high,wrong_assignment_rate_mean,wrong_assignment_rate_se,wrong_assignment_rate_ci_low,wrong_assignment_rate_ci_high,labelled_arrival_fraction_mean,labelled_arrival_fraction_se,labelled_arrival_fraction_ci_low,labelled_arrival_fraction_ci_high,oracle_normalized_recovery_mean,oracle_normalized_recovery_se,oracle_normalized_recovery_ci_low,oracle_normalized_recovery_ci_high,source_labelled_normalized_recovery_mean,source_labelled_normalized_recovery_se,source_labelled_normalized_recovery_ci_low,source_labelled_normalized_recovery_ci_high,ci_level,uncertainty_unit,n_bootstrap
0.0,0.05,3,3,0.5455946534575915,0.0041182048830339995,,,0.5489392624713868,0.003882495232755187,,,2744.6963123569344,19.412476163775793,,,0.07927755105123764,0.00038121488209220635,,,0.016167064419558168,0.0002439208068802727,,,0.0051333333333333335,0.0002403700850309327,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.0,0.0,,,0.09902933737969695,0.019912368777429666,,,0.1808554514754622,0.032679950987696174,,,,fast_preview_point_estimate_only,0
0.0,0.1,3,3,0.5471505897295948,0.005962626623088726,,,0.5508324434599118,0.0047260419119339895,,,2754.162217299559,23.630209559670032,,,0.15855510210247528,0.0007624297641843934,,,0.0351911322891161,0.0004674210590202574,,,0.07406666666666667,0.004330255317081327,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.0,0.0,,,0.0964373624950177,0.021729064988840537,,,0.17600943793695165,0.0367399040814532,,,,fast_preview_point_estimate_only,0
0.0,0.25,3,3,0.5448747863788254,0.005337058996524331,,,0.5478180303681938,0.004760630638188771,,,2739.0901518409687,23.803153190943867,,,0.3963877552561883,0.0019060744104610252,,,0.0927380978611997,0.0009083933921204953,,,0.3964666666666667,0.005658425379712787,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.0,0.0,,,0.10024441143104572,0.020020090717795053,,,0.18318001601113934,0.032787570027338585,,,,fast_preview_point_estimate_only,0
0.0,0.5,3,3,0.5556849239730778,0.007092823843383801,,,0.558298699151693,0.006268062663264602,,,2791.493495758465,31.34031331632279,,,0.7927755105123766,0.003812148820922025,,,0.14755386475738574,0.0009179961898425197,,,0.6294666666666666,0.00639305178385966,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.0,0.0,,,0.08228589780967417,0.023948591883091723,,,0.14965500311987276,0.04095145663737504,,,,fast_preview_point_estimate_only,0
0.0,1.0,3,3,0.5568030931224041,0.002319198444494112,,,0.5595327073552766,0.0023076970356011913,,,2797.6635367763834,11.538485178006031,,,1.5855510210247532,0.00762429764184405,,,0.17168065812649322,0.0011085747879200157,,,0.7636666666666666,0.00513333333333336,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.0,0.0,,,0.08059734817896769,0.01754576978149665,,,0.14704566598846955,0.029154890724912955,,,,fast_preview_point_estimate_only,0
0.1,0.05,3,3,0.5011197315564498,0.015089328394401764,,,0.5068586392584783,0.013535296828987095,,,2534.2931962923913,67.67648414493549,,,0.07927755105123764,0.00038121488209220635,,,0.016167064419558168,0.0002439208068802727,,,0.0051333333333333335,0.0002403700850309327,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.10238953410759573,0.0023814661293434037,,,0.17208485772633278,0.03538064438524796,,,0.3146351397331146,0.05951856860958364,,,,fast_preview_point_estimate_only,0
0.1,0.1,3,3,0.5119387937572076,0.005612996442300301,,,0.5169352830815407,0.004789956932856139,,,2584.676415407704,23.949784664280624,,,0.15855510210247528,0.0007624297641843934,,,0.0351911322891161,0.0004674210590202574,,,0.07406666666666667,0.004330255317081327,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.10238953410759573,0.0023814661293434037,,,0.15448536280090566,0.02241528871113971,,,0.2829447237358052,0.03496424685453385,,,,fast_preview_point_estimate_only,0
0.1,0.25,3,3,0.5130398994136702,0.00588888302750542,,,0.5176938142606846,0.005086019360091014,,,2588.469071303423,25.43009680045508,,,0.3963877552561883,0.0019060744104610252,,,0.0927380978611997,0.0009083933921204953,,,0.3964666666666667,0.005658425379712787,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.10238953410759573,0.0023814661293434037,,,0.15279080237854661,0.020101659383976546,,,0.2802152801826448,0.03132992748818205,,,,fast_preview_point_estimate_only,0
0.1,0.5,3,3,0.5074684729642018,0.008852333609767333,,,0.5126021893591223,0.008117011867067375,,,2563.0109467956117,40.585059335336744,,,0.7927755105123766,0.003812148820922025,,,0.14755386475738574,0.0009179961898425197,,,0.6294666666666666,0.00639305178385966,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.10238953410759573,0.0023814661293434037,,,0.16175297201296668,0.026913849451494214,,,0.2960154761005043,0.043441960555254996,,,,fast_preview_point_estimate_only,0
0.1,1.0,3,3,0.5264786585568455,0.0025953133733021302,,,0.52983421811145,0.002641268853695188,,,2649.17109055725,13.206344268475775,,,1.5855510210247532,0.00762429764184405,,,0.17168065812649322,0.0011085747879200157,,,0.7636666666666666,0.00513333333333336,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.10238953410759573,0.0023814661293434037,,,0.13089080786984106,0.009289300430206168,,,0.24066823258042444,0.011141393781275905,,,,fast_preview_point_estimate_only,0
0.3,0.05,3,3,0.4224811403977087,0.007539495761884766,,,0.43155619443167503,0.0066450451524659735,,,2157.7809721583753,33.22522576232992,,,0.07927755105123764,0.00038121488209220635,,,0.016167064419558168,0.0002439208068802727,,,0.0051333333333333335,0.0002403700850309327,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.30670137498331324,0.004340079617409905,,,0.3021142418602368,0.022845636326283794,,,0.5554050882700634,0.02855082366993952,,,,fast_preview_point_estimate_only,0
0.3,0.1,3,3,0.43345572793822695,0.006854861997706999,,,0.4410600235943977,0.0063779191498792446,,,2205.300117971989,31.889595749396296,,,0.15855510210247528,0.0007624297641843934,,,0.0351911322891161,0.0004674210590202574,,,0.07406666666666667,0.004330255317081327,,,2.0,0.0,,,6.0,0.0,,,0.0012,0.0,,,0.31056787502462857,0.0036515013537692952,,,0.1661994393271926,0.0017030237381088149,,,0.0,0.0,,,0.30670137498331324,0.004340079617409905,,,0.2840185165985268,0.022149931765589163,,,0.5220567967459636,0.028020331738993313,,,,fast_preview_point_estimate_only,0
