experiment_id,subexperiment_id,setting_id,delay_setting,delay_family,setting_role,policy_dependent_delay,regime,method,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,run_mode,paper_result,input_data_status,metric_id,metric_formula_id,primary_metric,mean_causal_regret_per_round,se_causal_regret_per_round,ci_lower,ci_upper,ci_level,uncertainty_unit,n_bootstrap,ci_method,n_seeds,mean_final_Rc,mean_delay,trace_observed_mean_delay,arrival_rate,censor_ratio
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,oracle,oracle_reference,Context oracle reference,oracle_reference,oracle_reference,False,False,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.0,0.0,0.0,0.0,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,0.0,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,naive,arrival_time_naive,Arrival time,arrival_time,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.0321316872427982,0.0003671176658605,0.0314251851851851,0.0328172016460904,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,160.65843621399137,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,naive_ewma,arrival_time_ewma,Arrival time with EWMA,arrival_time,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.03214683127572,0.0003239147354147,0.0315653827160492,0.0327835390946501,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,160.7341563786003,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,delayed_ucb,delayed_ucb,Delayed UCB,unlabelled_delayed,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.0459061728395051,2.577040500121473e-18,0.0459061728395051,0.0459061728395051,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,229.53086419752603,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,delayed_exp3,delayed_exp3,Delayed EXP3,unlabelled_delayed,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.2526762139917762,0.0003210697242198,0.2520572181070025,0.253282172839513,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,1263.3810699588814,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,sliding_window_W250,arrival_time_sliding_window_w250,Arrival time sliding window,arrival_time,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.0374939917695471,0.00033441828034,0.0368820411522632,0.0381445596707817,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,187.46995884773597,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,anonymous_delayed,anonymous_delayed,Anonymous delayed,unlabelled_delayed,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.3954646913580443,0.0008627725314785,0.3937204938271801,0.3971601810699787,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,1977.3234567902216,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,causal_labeled,source_labelled,Source labelled,source_labelled,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.031345514403292,0.0004395526469822,0.0305112427983538,0.0322504197530863,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,156.72757201646044,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,causal_em,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.0322423045267488,0.0003821918845313,0.0315026831275719,0.0330502386831274,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,161.21152263374444,0.0,0.0,1.0,0.0
exp1_controlled_validity,source_binding_validity,zero_static,zero_static,zero,static_alignment,False,labelled,causal_em_misspecified,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,full,True,synthetic_complete,causal_regret_per_round,R_T^c / T,causal_regret_per_round,0.0321560493827159,0.0004285354487924,0.0313355390946501,0.0329351769547324,0.95,shared_simulation_seed,2000,percentile_bootstrap,30,160.78024691357984,0.0,0.0,1.0,0.0
