control_id,pre_mean_abs_pearson,post_mean_abs_pearson,pre_mean_abs_spearman,post_mean_abs_spearman,mean_difference_in_pair_marginal_mean,mean_difference_in_pair_marginal_sd,permutation_hash_count,status,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
blocked_correspondence_destroyed,0.9881375110802366,0.0593656885614615,0.9735148300643692,0.0573097074921189,9.832042037864733e-18,1.2638038763649701e-17,10,PASS,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_c_calibration_controls,diagnostic,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
