control_id,parameter,true_value,mean_estimate,bias,sd,mcse,pair_sd,fold_sd,estimability_rate,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
affine_linked,intercept,0.2,0.2000613428714189,6.134287141892902e-05,0.002904566863109,6.123364602450035e-05,0.0009840273762968,8.379729625484459e-05,1.0,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_c_calibration_controls,diagnostic,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
affine_linked,slope,1.5,1.4997341491449228,-0.0002658508550772,0.0065496740620751,0.0001380792531192,0.001902104073409,5.376465674958563e-05,1.0,fast_20260806T071500Z_2efad11d,fast,False,exp4_controlled_route_audit,module_c_calibration_controls,diagnostic,339a5d71930a05939f8a98fda3cdda11bbcbd5be,0f87d5b27c36a5e6857bd889a8ee48a0b2b2e6abb10d8d08a7980998c1458db9,9f449fa0ef13523eb6544f0abd018e671816b02700640b0215b7f6f9e560ddf9,c0515deecd64a918cc8ca78e346c6a571a7f8ec497e172090e78c2d23bd91057,exp4_controlled_route_audit_v2,aggregate
