route_id,route_display_name,route_role,uses_predecision_available_information,deployment_value_estimated,uses_future_outcome,uses_source_identity,valid_resampling_count,resampling_repetition_count,resampling_range_level,resampling_range_method,uncertainty_role,formal_ci_validated,resampling_unit,pooled_supported_cell_spearman,pooled_supported_cell_spearman_resampling_median,pooled_supported_cell_spearman_sensitivity_lower,pooled_supported_cell_spearman_sensitivity_upper,pooled_supported_cell_mae,pooled_supported_cell_mae_resampling_median,pooled_supported_cell_mae_sensitivity_lower,pooled_supported_cell_mae_sensitivity_upper,exposure_weighted_supported_cell_mae,exposure_weighted_supported_cell_mae_resampling_median,exposure_weighted_supported_cell_mae_sensitivity_lower,exposure_weighted_supported_cell_mae_sensitivity_upper,within_audit_unit_centered_spearman,within_audit_unit_centered_spearman_resampling_median,within_audit_unit_centered_spearman_sensitivity_lower,within_audit_unit_centered_spearman_sensitivity_upper,calibration_intercept,calibration_intercept_resampling_median,calibration_intercept_sensitivity_lower,calibration_intercept_sensitivity_upper,calibration_slope,calibration_slope_resampling_median,calibration_slope_sensitivity_lower,calibration_slope_sensitivity_upper,maximum_heldout_reference_pair_gap_error,maximum_heldout_reference_pair_gap_error_resampling_median,maximum_heldout_reference_pair_gap_error_sensitivity_lower,maximum_heldout_reference_pair_gap_error_sensitivity_upper,mean_absolute_reference_pair_gap_error,mean_absolute_reference_pair_gap_error_resampling_median,mean_absolute_reference_pair_gap_error_sensitivity_lower,mean_absolute_reference_pair_gap_error_sensitivity_upper,p90_absolute_reference_pair_gap_error,p90_absolute_reference_pair_gap_error_resampling_median,p90_absolute_reference_pair_gap_error_sensitivity_lower,p90_absolute_reference_pair_gap_error_sensitivity_upper,heldout_reference_pair_sign_agreement,heldout_reference_pair_sign_agreement_resampling_median,heldout_reference_pair_sign_agreement_sensitivity_lower,heldout_reference_pair_sign_agreement_sensitivity_upper,near_tie_pair_share,near_tie_pair_share_resampling_median,near_tie_pair_share_sensitivity_lower,near_tie_pair_share_sensitivity_upper,signed_cross_fitted_reference_minus_route_value_difference,signed_cross_fitted_reference_minus_route_value_difference_resampling_median,signed_cross_fitted_reference_minus_route_value_difference_sensitivity_lower,signed_cross_fitted_reference_minus_route_value_difference_sensitivity_upper,top_action_agreement_with_fold_reference,top_action_agreement_with_fold_reference_resampling_median,top_action_agreement_with_fold_reference_sensitivity_lower,top_action_agreement_with_fold_reference_sensitivity_upper,score_spearman_correlation,score_spearman_correlation_resampling_median,score_spearman_correlation_sensitivity_lower,score_spearman_correlation_sensitivity_upper,score_calibration_mae,score_calibration_mae_resampling_median,score_calibration_mae_sensitivity_lower,score_calibration_mae_sensitivity_upper,heldout_gap_defect,heldout_gap_defect_resampling_median,heldout_gap_defect_sensitivity_lower,heldout_gap_defect_sensitivity_upper,gap_sign_agreement,gap_sign_agreement_resampling_median,gap_sign_agreement_sensitivity_lower,gap_sign_agreement_sensitivity_upper,gap_reversal_rate,cross_fitted_ranking_shortfall,cross_fitted_ranking_shortfall_resampling_median,cross_fitted_ranking_shortfall_sensitivity_lower,cross_fitted_ranking_shortfall_sensitivity_upper,top_action_match_rate,top_action_match_rate_resampling_median,top_action_match_rate_sensitivity_lower,top_action_match_rate_sensitivity_upper,valid_reference_pair_count,valid_gap_pair_count,near_tie_pair_count,valid_audit_unit_count,valid_direction_count,run_id,run_tier,paper_result,analysis_tier,experiment_id,config_hash,input_manifest_hash,code_version_type,code_version
arrival_carrier,Arrival carrier—misbinding control,deliberate_source_misbinding_control,True,False,False,False,1000,1000,0.94999999999999996,percentile_user_cluster_sensitivity,sensitivity_only,False,user_cluster,0.61016037523926236,0.51075051488855427,0.40858183200013187,0.59792871444356399,0.12848864990088649,0.1666539489672505,0.15507264174296639,0.1793795900680657,0.11829772021695981,0.15497972644761249,0.14221908043090889,0.1683414252835021,0.65889065963409632,0.54260518781450995,0.455908136125031,0.6138538636789681,1.1750988703232068,1.4917129830293572,1.2123228206921488,1.7959899032526072,0.61284867343870397,0.50926805006631293,0.41066142205867812,0.59993094050695028,0.64179076109693167,0.79487590745699244,0.72218341497598859,0.87007457332862825,0.2711947804117506,0.34161028519502251,0.30220919255447432,0.38545125095250388,0.47790056033225159,0.59720265198763034,0.53858297780579234,0.66338288712186888,0.76463194937562096,0.68194766356895298,0.61036032971674825,0.75129563102357788,0.054472091459313997,0.056822375041932202,0.043246973770480999,0.071539541360644998,0.0054873284082586999,0.025885154312026599,-0.031411268217656198,0.083348890541215803,0.3352941176470588,0.28235294117647058,0.1823529411764705,0.38235294117647051,0.61016037523926236,0.51075051488855427,0.40858183200013187,0.59792871444356399,0.12848864990088649,0.1666539489672505,0.15507264174296639,0.1793795900680657,0.64179076109693167,0.79487590745699244,0.72218341497598859,0.87007457332862825,0.76463194937562096,0.68194766356895298,0.61036032971674825,0.75129563102357788,0.23536805062437899,0.0054873284082586999,0.025885154312026599,-0.031411268217656198,0.083348890541215803,0.3352941176470588,0.28235294117647058,0.1823529411764705,0.38235294117647051,2974,2974,162,85,170,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history_mean_control,Historical mean,simple_history_control,True,False,False,False,1000,1000,0.94999999999999996,percentile_user_cluster_sensitivity,sensitivity_only,False,user_cluster,0.714376437546001,0.61660865878826809,0.50129517939502455,0.69924755762177992,0.1060607125836783,0.13707928025779939,0.12256828383914441,0.15804105989916509,0.0994248768294623,0.1297660811893448,0.1144997850754249,0.15429803086831809,0.81413329058310135,0.72199487488855307,0.65645493340034888,0.77646765708107635,0.62798797604235623,0.62872198652624622,0.1713254560053625,1.146861972228062,0.79805020828390894,0.7959619205039028,0.62627217423472503,0.94567052231575544,0.3859172131275212,0.48611979615435058,0.44742388361221969,0.52457675610481269,0.1624292774959023,0.21096579098542129,0.19112256488617299,0.2320031724023516,0.28838035486635799,0.36427164683899738,0.33600471330015502,0.39579704332771981,0.86737144007472733,0.79389512865268652,0.73221561826521075,0.85075701916130564,0.054472091459313997,0.056822375041932202,0.043246973770480999,0.071539541360644998,-0.112286573473858,-0.12684783494995139,-0.17226070188039819,-0.0894972417512339,0.51764705882352946,0.43529411764705878,0.31176470588235289,0.55294117647058827,0.714376437546001,0.61660865878826809,0.50129517939502455,0.69924755762177992,0.1060607125836783,0.13707928025779939,0.12256828383914441,0.15804105989916509,0.3859172131275212,0.48611979615435058,0.44742388361221969,0.52457675610481269,0.86737144007472733,0.79389512865268652,0.73221561826521075,0.85075701916130564,0.13262855992527259,-0.112286573473858,-0.12684783494995139,-0.17226070188039819,-0.0894972417512339,0.51764705882352946,0.43529411764705878,0.31176470588235289,0.55294117647058827,2974,2974,162,85,170,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
ridge_proxy,Ridge proxy,history_fitted_proxy_route,True,False,False,False,1000,1000,0.94999999999999996,percentile_user_cluster_sensitivity,sensitivity_only,False,user_cluster,0.69578350385714616,0.59343199672041202,0.51749958753811942,0.65880106050868037,0.1050646441968716,0.13668678698647671,0.1220507841427354,0.1557793659890695,0.097750338164538805,0.1295811730348293,0.11309404694728981,0.15062079286833699,0.782868688354173,0.6964534767400592,0.62800858901607448,0.75313843895142352,0.3697766091926234,0.3859764042294111,-0.040317274990954999,0.79494043454360652,0.88221967923827949,0.87677451155399488,0.74379508080164236,1.0083207326195172,0.39962265049289247,0.4917990492619721,0.45293354774978101,0.53183465285731524,0.1670204239499766,0.21182153551424829,0.19071361652976559,0.23201627108407141,0.29869630224991089,0.36645167750575258,0.33733846001728968,0.39624197138488698,0.85658611153511899,0.78671807538714744,0.72526655826429887,0.8460598931878639,0.054472091459313997,0.056822375041932202,0.043246973770480999,0.071539541360644998,-0.097379109281203899,-0.11503220193687511,-0.1587160987090783,-0.077250510271846401,0.44705882352941179,0.39411764705882352,0.29999999999999999,0.4823529411764706,0.69578350385714616,0.59343199672041202,0.51749958753811942,0.65880106050868037,0.1050646441968716,0.13668678698647671,0.1220507841427354,0.1557793659890695,0.39962265049289247,0.4917990492619721,0.45293354774978101,0.53183465285731524,0.85658611153511899,0.78671807538714744,0.72526655826429887,0.8460598931878639,0.14341388846488101,-0.097379109281203899,-0.11503220193687511,-0.1587160987090783,-0.077250510271846401,0.44705882352941179,0.39411764705882352,0.29999999999999999,0.4823529411764706,2974,2974,162,85,170,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
