action_coverage,reference_pair_coverage,pair_coverage,audit_unit_coverage,supported_action_count_mean,total_audit_unit_count,valid_audit_unit_count,scientific_support_status,resampling_range_method,uncertainty_role,formal_ci_validated,action_coverage_resampling_median,action_coverage_sensitivity_lower,action_coverage_sensitivity_upper,reference_pair_coverage_resampling_median,reference_pair_coverage_sensitivity_lower,reference_pair_coverage_sensitivity_upper,audit_unit_coverage_resampling_median,audit_unit_coverage_sensitivity_lower,audit_unit_coverage_sensitivity_upper,pair_coverage_resampling_median,pair_coverage_sensitivity_lower,pair_coverage_sensitivity_upper,run_id,run_tier,paper_result,analysis_tier,experiment_id,config_hash,input_manifest_hash,code_version_type,code_version
0.92470588235294116,0.92074303405572777,0.92074303405572777,1,18.494117647058822,85,85,PASS,percentile_user_cluster_sensitivity,sensitivity_only,False,0.86470588235294132,0.81763235294117642,0.90648529411764722,0.85758513931888558,0.80803405572755427,0.90156346749226035,1,1,1,0.85758513931888558,0.80803405572755427,0.90156346749226035,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
